Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Familiar	Condition	RT	Key	Error
1	1		pest			1			1101	1	
1	2		vomit			1			584	1	
1	3		sewage			1			664	1	
1	4		smile			2			549	2	
1	5		love			2			535	2	
1	6		joy			2			521	2	
1	7		garbage			1			620	1	
1	8		cockroach			1			587	1	
1	9		paradise			2			594	2	
1	10		poison			1			667	1	
1	11		success			2			504	2	
1	12		pest			1			611	1	
1	13		disgust			1			530	1	
1	14		vacation			2			565	2	
1	15		sewage			1			551	1	
1	16		vomit			1			576	1	
1	17		vacation			2			545	2	
1	18		romance			2			539	2	
1	19		disgust			1			469	1	
1	20		love			2			570	2	
1	21		success			2			530	2	
1	22		cockroach			1			517	1	
1	23		joy			2			712	2	
1	24		paradise			2			539	2	
1	25		smile			2			829	2	
1	26		beauty			2			491	2	
1	27		garbage			1			495	1	
1	28		romance			2			564	2	
1	29		beauty			2			533	2	
1	30		despair			1			448	1	
1	31		poison			1			582	1	
1	32		despair			1			559	1	
2	1	C:\Hannah's FYP\White8_neu.jpg	vacation	2	forehead	2		212	559	2	0
2	2	C:\Hannah's FYP\Black8_neu.jpg	joy	1	forehead	2		112	560	2	0
2	3	C:\Hannah's FYP\Black12_neu.jpg	success	1	forehead	2		112	570	2	0
2	4	C:\Hannah's FYP\Black20_neu.jpg	vomit	1	forehead	1		111	551	1	0
2	5	C:\Hannah's FYP\White15_neu.jpg	vomit	2	forehead	1		211	498	1	0
2	6	C:\Hannah's FYP\White23_neu.jpg	love	2	forehead	2		212	451	2	0
2	7	C:\Hannah's FYP\Black12_neu.jpg	garbage	1	forehead	1		111	554	1	0
2	8	C:\Hannah's FYP\Black19_neu.jpg	sewage	1	forehead	1		111	436	1	0
2	9	C:\Hannah's FYP\White21_neu.jpg	joy	2	forehead	2		212	448	2	0
2	10	C:\Hannah's FYP\White10_neu.jpg	despair	2	forehead	1		211	568	1	0
2	11	C:\Hannah's FYP\White2_neu.jpg	vomit	2	forehead	1		211	577	1	0
2	12	C:\Hannah's FYP\White14_neu.jpg	success	2	forehead	2		212	552	2	0
2	13	C:\Hannah's FYP\Black4_neu.jpg	vacation	1	forehead	2		112	466	2	0
2	14	C:\Hannah's FYP\White22_neu.jpg	smile	2	forehead	2		212	553	2	0
2	15	C:\Hannah's FYP\White4_neu.jpg	joy	2	forehead	2		212	467	2	0
2	16	C:\Hannah's FYP\Black15_neu.jpg	beauty	1	forehead	2		112	505	2	0
2	17	C:\Hannah's FYP\White3_neu.jpg	garbage	2	forehead	1		211	502	1	0
2	18	C:\Hannah's FYP\White9_neu.jpg	vacation	2	forehead	2		212	427	2	0
2	19	C:\Hannah's FYP\White6_neu.jpg	despair	2	forehead	1		211	491	1	0
2	20	C:\Hannah's FYP\White3_neu.jpg	cockroach	2	forehead	1		211	552	1	0
2	21	C:\Hannah's FYP\White17_neu.jpg	poison	2	forehead	1		211	531	1	0
2	22	C:\Hannah's FYP\Black24_neu.jpg	poison	1	forehead	1		111	436	1	0
2	23	C:\Hannah's FYP\Black1_neu.jpg	vomit	1	forehead	1		111	515	1	0
2	24	C:\Hannah's FYP\White18_neu.jpg	vomit	2	forehead	1		211	452	1	0
2	25	C:\Hannah's FYP\White12_neu.jpg	garbage	2	forehead	1		211	467	1	0
2	26	C:\Hannah's FYP\Black22_neu.jpg	cockroach	1	forehead	1		111	478	1	0
2	27	C:\Hannah's FYP\Black23_neu.jpg	paradise	1	forehead	2		112	513	2	0
2	28	C:\Hannah's FYP\Black10_neu.jpg	joy	1	forehead	2		112	526	2	0
2	29	C:\Hannah's FYP\White7_neu.jpg	garbage	2	forehead	1		211	538	1	0
2	30	C:\Hannah's FYP\White10_neu.jpg	love	2	forehead	2		212	509	2	0
2	31	C:\Hannah's FYP\White13_neu.jpg	despair	2	forehead	1		211	530	1	0
2	32	C:\Hannah's FYP\Black10_neu.jpg	vacation	1	forehead	2		112	566	2	0
2	33	C:\Hannah's FYP\Black20_neu.jpg	paradise	1	forehead	2		112	492	2	0
2	34	C:\Hannah's FYP\Black24_neu.jpg	vacation	1	forehead	2		112	518	2	0
2	35	C:\Hannah's FYP\Black21_neu.jpg	vomit	1	forehead	1		111	551	1	0
2	36	C:\Hannah's FYP\Black18_neu.jpg	cockroach	1	forehead	1		111	897	1	0
2	37	C:\Hannah's FYP\White16_neu.jpg	sewage	2	forehead	1		211	565	1	0
2	38	C:\Hannah's FYP\Black7_neu.jpg	poison	1	forehead	1		111	654	1	0
2	39	C:\Hannah's FYP\White20_neu.jpg	disgust	2	forehead	1		211	576	1	0
2	40	C:\Hannah's FYP\Black1_neu.jpg	pest	1	forehead	1		111	594	1	0
2	41	C:\Hannah's FYP\Black18_neu.jpg	despair	1	forehead	1		111	667	1	0
2	42	C:\Hannah's FYP\Black16_neu.jpg	disgust	1	forehead	1		111	497	1	0
2	43	C:\Hannah's FYP\White19_neu.jpg	pest	2	forehead	1		211	580	1	0
2	44	C:\Hannah's FYP\Black12_neu.jpg	disgust	1	forehead	1		111	477	1	0
2	45	C:\Hannah's FYP\White10_neu.jpg	beauty	2	forehead	2		212	492	2	0
2	46	C:\Hannah's FYP\White11_neu.jpg	joy	2	forehead	2		212	521	2	0
2	47	C:\Hannah's FYP\White4_neu.jpg	poison	2	forehead	1		211	645	1	0
2	48	C:\Hannah's FYP\White19_neu.jpg	vacation	2	forehead	2		212	578	2	0
2	49	C:\Hannah's FYP\Black16_neu.jpg	smile	1	forehead	2		112	459	2	0
2	50	C:\Hannah's FYP\White14_neu.jpg	smile	2	forehead	2		212	414	2	0
2	51	C:\Hannah's FYP\Black21_neu.jpg	smile	1	forehead	2		112	524	2	0
2	52	C:\Hannah's FYP\White4_neu.jpg	disgust	2	forehead	1		211	536	1	0
2	53	C:\Hannah's FYP\Black4_neu.jpg	despair	1	forehead	1		111	691	1	0
2	54	C:\Hannah's FYP\Black3_neu.jpg	joy	1	forehead	2		112	518	2	0
2	55	C:\Hannah's FYP\White5_neu.jpg	love	2	forehead	2		212	450	2	0
2	56	C:\Hannah's FYP\White3_neu.jpg	paradise	2	forehead	2		212	553	2	0
2	57	C:\Hannah's FYP\Black10_neu.jpg	despair	1	forehead	1		111	867	1	0
2	58	C:\Hannah's FYP\Black3_neu.jpg	smile	1	forehead	2		112	616	2	0
2	59	C:\Hannah's FYP\White7_neu.jpg	poison	2	forehead	1		211	520	1	0
2	60	C:\Hannah's FYP\Black2_neu.jpg	poison	1	forehead	1		111	596	1	0
2	61	C:\Hannah's FYP\Black11_neu.jpg	beauty	1	forehead	2		112	485	2	0
2	62	C:\Hannah's FYP\Black9_neu.jpg	smile	1	forehead	2		112	450	2	0
2	63	C:\Hannah's FYP\Black6_neu.jpg	pest	1	forehead	1		111	585	1	0
2	64	C:\Hannah's FYP\White23_neu.jpg	garbage	2	forehead	1		211	606	1	0
2	65	C:\Hannah's FYP\Black8_neu.jpg	disgust	1	forehead	1		111	540	1	0
2	66	C:\Hannah's FYP\Black22_neu.jpg	love	1	forehead	2		112	516	2	0
2	67	C:\Hannah's FYP\Black10_neu.jpg	sewage	1	forehead	1		111	625	1	0
2	68	C:\Hannah's FYP\White19_neu.jpg	beauty	2	forehead	2		212	470	2	0
2	69	C:\Hannah's FYP\White24_neu.jpg	cockroach	2	forehead	1		211	668	1	0
2	70	C:\Hannah's FYP\Black13_neu.jpg	paradise	1	forehead	2		112	489	2	0
2	71	C:\Hannah's FYP\Black6_neu.jpg	romance	1	forehead	2		112	710	2	0
2	72	C:\Hannah's FYP\White12_neu.jpg	paradise	2	forehead	2		212	506	2	0
2	73	C:\Hannah's FYP\Black2_neu.jpg	beauty	1	forehead	2		112	503	2	0
2	74	C:\Hannah's FYP\White21_neu.jpg	disgust	2	forehead	1		211	632	1	0
2	75	C:\Hannah's FYP\Black17_neu.jpg	beauty	1	forehead	2		112	446	2	0
2	76	C:\Hannah's FYP\White12_neu.jpg	romance	2	forehead	2		212	453	2	0
2	77	C:\Hannah's FYP\White14_neu.jpg	pest	2	forehead	1		211	544	1	0
2	78	C:\Hannah's FYP\Black1_neu.jpg	love	1	forehead	2		112	1019	2	0
