Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Familiar	Condition	RT	Key	Error
1	1		smile			2			1123	2	
1	2		joy			2			740	2	
1	3		disgust			1			693	1	
1	4		beauty			2			585	2	
1	5		sewage			1			849	1	
1	6		disgust			1			718	1	
1	7		success			2			808	2	
1	8		love			2			1519	2	
1	9		despair			1			912	1	
1	10		love			2			882	2	
1	11		romance			2			678	2	
1	12		paradise			2			650	2	
1	13		cockroach			1			744	1	
1	14		garbage			1			682	1	
1	15		poison			1			638	1	
1	16		poison			1			620	1	
1	17		beauty			2			586	2	
1	18		despair			1			554	1	
1	19		cockroach			1			1171	1	
1	20		vacation			2			1466	2	
1	21		romance			2			549	2	
1	22		vomit			1			1039	1	
1	23		smile			2			532	2	
1	24		pest			1			719	1	
1	25		joy			2			545	2	
1	26		sewage			1			699	1	
1	27		vacation			2			695	2	
1	28		pest			1			602	1	
1	29		garbage			1			657	1	
1	30		success			2			782	2	
1	31		vomit			1			1415	1	
1	32		paradise			2			611	2	
2	1	C:\Hannah's FYP\Black20_neu.jpg	romance	1	forehead	2		112	932	2	0
2	2	C:\Hannah's FYP\White9_neu.jpg	vacation	2	forehead	2		212	863	2	0
2	3	C:\Hannah's FYP\Black1_neu.jpg	cockroach	1	forehead	1		111	765	1	0
2	4	C:\Hannah's FYP\White14_neu.jpg	joy	2	forehead	2		212	1155	2	0
2	5	C:\Hannah's FYP\White19_neu.jpg	disgust	2	forehead	1		211	673	1	0
2	6	C:\Hannah's FYP\White22_neu.jpg	pest	2	forehead	1		211	758	1	0
2	7	C:\Hannah's FYP\White17_neu.jpg	joy	2	forehead	2		212	688	2	0
2	8	C:\Hannah's FYP\Black9_neu.jpg	success	1	forehead	2		112	1301	2	0
2	9	C:\Hannah's FYP\White4_neu.jpg	beauty	2	forehead	2		212	648	2	0
2	10	C:\Hannah's FYP\White1_neu.jpg	love	2	forehead	2		212	767	2	0
2	11	C:\Hannah's FYP\White13_neu.jpg	vacation	2	forehead	2		212	793	2	0
2	12	C:\Hannah's FYP\White22_neu.jpg	beauty	2	forehead	2		212	1321	2	0
2	13	C:\Hannah's FYP\Black17_neu.jpg	success	1	forehead	2		112	728	2	0
2	14	C:\Hannah's FYP\White22_neu.jpg	vomit	2	forehead	1		211	660	1	0
