Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Familiar	Condition	RT	Key	Error
1	1		love			2			743	2	
1	2		disgust			1			592	1	
1	3		vacation			2			720	2	
1	4		smile			2			467	2	
1	5		joy			2			448	2	
1	6		vomit			1			478	1	
1	7		despair			1			659	1	
1	8		poison			1			664	1	
1	9		success			2			493	2	
1	10		pest			1			681	1	
1	11		success			2			510	2	
1	12		despair			1			489	1	
1	13		cockroach			1			605	1	
1	14		romance			2			645	2	
1	15		cockroach			1			507	1	
1	16		sewage			1			742	1	
1	17		paradise			2			736	2	
1	18		sewage			1			481	1	
1	19		paradise			2			510	2	
1	20		joy			2			498	2	
1	21		beauty			2			822	1	
1	22		pest			1			964	1	
1	23		beauty			2			732	2	
1	24		poison			1			694	1	
1	25		smile			2			514	2	
1	26		garbage			1			958	1	
1	27		vomit			1			638	1	
1	28		love			2			587	2	
1	29		vacation			2			643	2	
1	30		garbage			1			769	1	
1	31		romance			2			537	2	
1	32		disgust			1			595	1	
2	1	C:\Hannah's FYP\White10_neu.jpg	beauty	2	forehead	2		212	630	2	0
2	2	C:\Hannah's FYP\White1_neu.jpg	success	2	forehead	2		212	509	2	0
2	3	C:\Hannah's FYP\Black24_neu.jpg	pest	1	forehead	1		111	623	1	0
2	4	C:\Hannah's FYP\White7_neu.jpg	despair	2	forehead	1		211	647	1	0
2	5	C:\Hannah's FYP\White5_neu.jpg	vomit	2	forehead	1		211	550	1	0
2	6	C:\Hannah's FYP\White4_neu.jpg	sewage	2	forehead	1		211	569	1	0
2	7	C:\Hannah's FYP\Black12_neu.jpg	cockroach	1	forehead	1		111	507	1	0
2	8	C:\Hannah's FYP\Black23_neu.jpg	joy	1	forehead	2		112	564	2	0
2	9	C:\Hannah's FYP\White16_neu.jpg	garbage	2	forehead	1		211	695	1	0
2	10	C:\Hannah's FYP\Black16_neu.jpg	pest	1	forehead	1		111	500	1	0
2	11	C:\Hannah's FYP\Black20_neu.jpg	pest	1	forehead	1		111	373	1	0
2	12	C:\Hannah's FYP\Black15_neu.jpg	sewage	1	forehead	1		111	527	1	0
2	13	C:\Hannah's FYP\Black22_neu.jpg	smile	1	forehead	2		112	432	2	0
2	14	C:\Hannah's FYP\White9_neu.jpg	romance	2	forehead	2		212	472	2	0
2	15	C:\Hannah's FYP\Black3_neu.jpg	sewage	1	forehead	1		111	501	1	0
2	16	C:\Hannah's FYP\White21_neu.jpg	love	2	forehead	2		212	478	2	0
2	17	C:\Hannah's FYP\White13_neu.jpg	pest	2	forehead	1		211	500	1	0
