Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Familiar	Condition	RT	Key	Error
1	1		love			2			1482	2	
1	2		pest			1			1012	1	
1	3		smile			2			658	2	
1	4		paradise			2			1255	2	
1	5		disgust			1			562	1	
1	6		beauty			2			580	2	
1	7		despair			1			605	1	
1	8		joy			2			532	2	
1	9		paradise			2			551	2	
1	10		vomit			1			1312	1	
1	11		garbage			1			553	1	
1	12		pest			1			683	1	
1	13		love			2			575	2	
1	14		beauty			2			544	2	
1	15		vacation			2			706	2	
1	16		garbage			1			509	1	
1	17		poison			1			664	1	
1	18		disgust			1			645	1	
1	19		romance			2			619	2	
1	20		sewage			1			618	1	
1	21		cockroach			1			1136	1	
1	22		romance			2			1168	2	
1	23		smile			2			520	2	
1	24		joy			2			435	2	
1	25		sewage			1			497	1	
1	26		vacation			2			918	2	
1	27		cockroach			1			536	1	
1	28		vomit			1			562	1	
1	29		despair			1			739	1	
1	30		success			2			549	2	
1	31		success			2			471	2	
1	32		poison			1			532	1	
2	1	C:\Hannah's FYP\White10_neu.jpg	disgust	2	forehead	1		211	1218	1	0
2	2	C:\Hannah's FYP\Black8_neu.jpg	paradise	1	forehead	2		112	1231	2	0
2	3	C:\Hannah's FYP\Black14_neu.jpg	pest	1	forehead	1		111	836	1	0
2	4	C:\Hannah's FYP\Black5_neu.jpg	success	1	forehead	2		112	563	2	0
2	5	C:\Hannah's FYP\White16_neu.jpg	pest	2	forehead	1		211	805	1	0
2	6	C:\Hannah's FYP\White4_neu.jpg	vacation	2	forehead	2		212	997	2	0
2	7	C:\Hannah's FYP\Black14_neu.jpg	paradise	1	forehead	2		112	693	2	0
2	8	C:\Hannah's FYP\Black22_neu.jpg	disgust	1	forehead	1		111	559	1	0
2	9	C:\Hannah's FYP\Black24_neu.jpg	beauty	1	forehead	2		112	1166	2	0
2	10	C:\Hannah's FYP\White13_neu.jpg	sewage	2	forehead	1		211	487	1	0
2	11	C:\Hannah's FYP\White15_neu.jpg	joy	2	forehead	2		212	932	2	0
2	12	C:\Hannah's FYP\White16_neu.jpg	disgust	2	forehead	1		211	599	1	0
2	13	C:\Hannah's FYP\Black14_neu.jpg	romance	1	forehead	2		112	896	2	0
2	14	C:\Hannah's FYP\Black10_neu.jpg	despair	1	forehead	1		111	884	2	1
2	15	C:\Hannah's FYP\White9_neu.jpg	joy	2	forehead	2		212	769	2	0
2	16	C:\Hannah's FYP\Black7_neu.jpg	disgust	1	forehead	1		111	688	1	0
2	17	C:\Hannah's FYP\White20_neu.jpg	sewage	2	forehead	1		211	585	1	0
2	18	C:\Hannah's FYP\Black18_neu.jpg	joy	1	forehead	2		112	818	2	0
2	19	C:\Hannah's FYP\White18_neu.jpg	beauty	2	forehead	2		212	774	2	0
