Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Familiar	Condition	RT	Key	Error
1	1		vacation			2			925	2	
1	2		disgust			1			679	1	
1	3		despair			1			747	1	
1	4		garbage			1			701	1	
1	5		paradise			2			704	2	
1	6		vomit			1			731	1	
1	7		disgust			1			685	1	
1	8		cockroach			1			1040	1	
1	9		smile			2			605	2	
1	10		garbage			1			516	1	
1	11		sewage			1			1416	1	
1	12		pest			1			789	1	
1	13		sewage			1			540	1	
1	14		beauty			2			678	2	
1	15		success			2			1298	2	
1	16		smile			2			716	2	
1	17		love			2			495	2	
1	18		vomit			1			555	1	
1	19		poison			1			693	1	
1	20		paradise			2			601	2	
1	21		success			2			608	2	
1	22		despair			1			487	1	
1	23		beauty			2			611	2	
1	24		cockroach			1			603	1	
1	25		pest			1			618	1	
1	26		vacation			2			648	2	
1	27		joy			2			534	2	
1	28		poison			1			560	1	
1	29		romance			2			650	2	
1	30		joy			2			559	2	
1	31		love			2			505	2	
1	32		romance			2			756	2	
2	1	C:\Hannah's FYP\Black24_neu.jpg	poison	1	forehead	1		111	1010	1	0
2	2	C:\Hannah's FYP\White10_neu.jpg	despair	2	forehead	1		211	816	1	0
2	3	C:\Hannah's FYP\Black15_neu.jpg	sewage	1	forehead	1		111	695	1	0
2	4	C:\Hannah's FYP\White24_neu.jpg	sewage	2	forehead	1		211	571	1	0
2	5	C:\Hannah's FYP\Black23_neu.jpg	joy	1	forehead	2		112	689	2	0
2	6	C:\Hannah's FYP\Black9_neu.jpg	romance	1	forehead	2		112	901	2	0
2	7	C:\Hannah's FYP\White2_neu.jpg	romance	2	forehead	2		212	680	2	0
2	8	C:\Hannah's FYP\Black18_neu.jpg	sewage	1	forehead	1		111	565	1	0
2	9	C:\Hannah's FYP\White21_neu.jpg	vacation	2	forehead	2		212	764	2	0
2	10	C:\Hannah's FYP\White19_neu.jpg	vomit	2	forehead	1		211	586	1	0
2	11	C:\Hannah's FYP\White22_neu.jpg	pest	2	forehead	1		211	1235	1	0
2	12	C:\Hannah's FYP\White7_neu.jpg	romance	2	forehead	2		212	711	2	0
2	13	C:\Hannah's FYP\White4_neu.jpg	success	2	forehead	2		212	706	2	0
2	14	C:\Hannah's FYP\Black4_neu.jpg	success	1	forehead	2		112	645	2	0
2	15	C:\Hannah's FYP\White8_neu.jpg	vacation	2	forehead	2		212	851	2	0
2	16	C:\Hannah's FYP\White20_neu.jpg	paradise	2	forehead	2		212	932	2	0
