Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Familiar	Condition	RT	Key	Error
1	1		poison			1			1898	1	
1	2		romance			2			786	2	
1	3		love			2			817	2	
1	4		vacation			2			768	2	
1	5		success			2			728	2	
1	6		sewage			1			770	1	
1	7		paradise			2			706	2	
1	8		disgust			1			1245	1	
1	9		pest			1			1089	1	
1	10		vomit			1			564	1	
1	11		joy			2			525	2	
1	12		garbage			1			1256	1	
1	13		love			2			515	2	
1	14		beauty			2			599	2	
1	15		pest			1			1287	1	
1	16		disgust			1			720	1	
1	17		poison			1			707	1	
1	18		despair			1			606	1	
1	19		success			2			525	2	
1	20		cockroach			1			696	1	
1	21		paradise			2			827	2	
1	22		smile			2			641	2	
1	23		vomit			1			615	1	
1	24		beauty			2			638	2	
1	25		garbage			1			628	1	
1	26		vacation			2			619	2	
1	27		sewage			1			537	1	
1	28		joy			2			595	2	
1	29		romance			2			563	2	
1	30		despair			1			757	1	
1	31		cockroach			1			661	1	
1	32		smile			2			874	2	
2	1	C:\Hannah's FYP\Black11_neu.jpg	romance	1	forehead	2		112	8672	2	0
2	2	C:\Hannah's FYP\White11_neu.jpg	smile	2	forehead	2		212	1358	2	0
2	3	C:\Hannah's FYP\Black6_neu.jpg	poison	1	forehead	1		111	1319	1	0
2	4	C:\Hannah's FYP\White12_neu.jpg	vacation	2	forehead	2		212	1137	2	0
2	5	C:\Hannah's FYP\Black16_neu.jpg	beauty	1	forehead	2		112	1242	1	1
2	6	C:\Hannah's FYP\White15_neu.jpg	poison	2	forehead	1		211	967	1	0
2	7	C:\Hannah's FYP\Black17_neu.jpg	poison	1	forehead	1		111	2462	1	0
2	8	C:\Hannah's FYP\Black4_neu.jpg	poison	1	forehead	1		111	1239	1	0
2	9	C:\Hannah's FYP\White8_neu.jpg	pest	2	forehead	1		211	1148	1	0
2	10	C:\Hannah's FYP\White22_neu.jpg	disgust	2	forehead	1		211	2557	1	0
2	11	C:\Hannah's FYP\White3_neu.jpg	vomit	2	forehead	1		211	890	1	0
2	12	C:\Hannah's FYP\Black19_neu.jpg	despair	1	forehead	1		111	638	1	0
2	13	C:\Hannah's FYP\Black9_neu.jpg	disgust	1	forehead	1		111	654	1	0
2	14	C:\Hannah's FYP\White3_neu.jpg	love	2	forehead	2		212	972	2	0
2	15	C:\Hannah's FYP\White23_neu.jpg	vomit	2	forehead	1		211	1265	1	0
2	16	C:\Hannah's FYP\White1_neu.jpg	despair	2	forehead	1		211	621	1	0
2	17	C:\Hannah's FYP\Black11_neu.jpg	beauty	1	forehead	2		112	1437	2	0
2	18	C:\Hannah's FYP\Black20_neu.jpg	success	1	forehead	2		112	773	2	0
2	19	C:\Hannah's FYP\White6_neu.jpg	vomit	2	forehead	1		211	678	1	0
2	20	C:\Hannah's FYP\Black12_neu.jpg	cockroach	1	forehead	1		111	708	1	0
2	21	C:\Hannah's FYP\White20_neu.jpg	vacation	2	forehead	2		212	660	2	0
2	22	C:\Hannah's FYP\Black20_neu.jpg	vomit	1	forehead	1		111	622	1	0
2	23	C:\Hannah's FYP\White5_neu.jpg	beauty	2	forehead	2		212	869	1	1
2	24	C:\Hannah's FYP\White12_neu.jpg	vomit	2	forehead	1		211	2330	1	0
2	25	C:\Hannah's FYP\White14_neu.jpg	vomit	2	forehead	1		211	1165	1	0
2	26	C:\Hannah's FYP\White20_neu.jpg	despair	2	forehead	1		211	642	1	0
2	27	C:\Hannah's FYP\Black3_neu.jpg	smile	1	forehead	2		112	696	2	0
2	28	C:\Hannah's FYP\Black23_neu.jpg	disgust	1	forehead	1		111	530	1	0
2	29	C:\Hannah's FYP\White16_neu.jpg	pest	2	forehead	1		211	470	1	0
2	30	C:\Hannah's FYP\White13_neu.jpg	cockroach	2	forehead	1		211	756	1	0
2	31	C:\Hannah's FYP\White20_neu.jpg	poison	2	forehead	1		211	1122	1	0
2	32	C:\Hannah's FYP\White8_neu.jpg	paradise	2	forehead	2		212	812	2	0
2	33	C:\Hannah's FYP\Black2_neu.jpg	paradise	1	forehead	2		112	1556	2	0
2	34	C:\Hannah's FYP\White14_neu.jpg	joy	2	forehead	2		212	752	2	0
2	35	C:\Hannah's FYP\Black14_neu.jpg	pest	1	forehead	1		111	1914	1	0
