Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Familiar	Condition	RT	Key	Error
1	1		poison			1			778	1	
1	2		paradise			2			610	2	
1	3		cockroach			1			697	1	
1	4		garbage			1			669	1	
1	5		vomit			1			609	1	
1	6		disgust			1			688	1	
1	7		sewage			1			540	1	
1	8		vacation			2			582	2	
1	9		beauty			2			519	2	
1	10		vomit			1			626	1	
1	11		romance			2			616	2	
1	12		paradise			2			575	2	
1	13		cockroach			1			584	1	
1	14		sewage			1			552	1	
1	15		garbage			1			545	1	
1	16		success			2			660	2	
1	17		vacation			2			545	2	
1	18		joy			2			555	2	
1	19		smile			2			460	2	
1	20		love			2			538	2	
1	21		pest			1			716	1	
1	22		success			2			711	2	
1	23		despair			1			786	1	
1	24		smile			2			585	2	
1	25		pest			1			761	1	
1	26		romance			2			642	2	
1	27		joy			2			632	2	
1	28		disgust			1			702	1	
1	29		poison			1			577	1	
1	30		love			2			738	2	
1	31		beauty			2			803	2	
1	32		despair			1			714	1	
2	1	C:\Hannah's FYP\White8_neu.jpg	vomit	2	forehead	1		211	796	1	0
2	2	C:\Hannah's FYP\Black12_neu.jpg	pest	1	forehead	1		111	948	1	0
2	3	C:\Hannah's FYP\Black10_neu.jpg	poison	1	forehead	1		111	598	1	0
2	4	C:\Hannah's FYP\White1_neu.jpg	poison	2	forehead	1		211	687	1	0
2	5	C:\Hannah's FYP\White4_neu.jpg	beauty	2	forehead	2		212	604	2	0
2	6	C:\Hannah's FYP\Black7_neu.jpg	paradise	1	forehead	2		112	802	2	0
2	7	C:\Hannah's FYP\White19_neu.jpg	sewage	2	forehead	1		211	775	1	0
2	8	C:\Hannah's FYP\Black8_neu.jpg	despair	1	forehead	1		111	766	1	0
2	9	C:\Hannah's FYP\White23_neu.jpg	love	2	forehead	2		212	548	2	0
2	10	C:\Hannah's FYP\Black11_neu.jpg	garbage	1	forehead	1		111	696	1	0
2	11	C:\Hannah's FYP\Black1_neu.jpg	garbage	1	forehead	1		111	540	1	0
2	12	C:\Hannah's FYP\Black19_neu.jpg	cockroach	1	forehead	1		111	600	1	0
2	13	C:\Hannah's FYP\White13_neu.jpg	vacation	2	forehead	2		212	593	2	0
2	14	C:\Hannah's FYP\Black7_neu.jpg	vomit	1	forehead	1		111	496	1	0
2	15	C:\Hannah's FYP\White11_neu.jpg	success	2	forehead	2		212	781	2	0
2	16	C:\Hannah's FYP\Black19_neu.jpg	romance	1	forehead	2		112	590	2	0
2	17	C:\Hannah's FYP\White2_neu.jpg	cockroach	2	forehead	1		211	663	1	0
2	18	C:\Hannah's FYP\Black11_neu.jpg	cockroach	1	forehead	1		111	517	1	0
2	19	C:\Hannah's FYP\White9_neu.jpg	romance	2	forehead	2		212	569	2	0
