Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Familiar	Condition	RT	Key	Error
1	1		vomit			1			1517	1	
1	2		pest			1			990	1	
1	3		poison			1			997	1	
1	4		love			2			963	2	
1	5		love			2			803	2	
1	6		poison			1			1362	1	
1	7		cockroach			1			1009	1	
1	8		vomit			1			711	1	
1	9		sewage			1			866	1	
1	10		despair			1			990	1	
1	11		disgust			1			805	1	
1	12		paradise			2			1012	2	
1	13		disgust			1			658	1	
1	14		vacation			2			871	2	
1	15		cockroach			1			723	1	
1	16		sewage			1			709	1	
1	17		garbage			1			680	1	
1	18		romance			2			772	2	
1	19		romance			2			404	2	
1	20		despair			1			756	1	
1	21		joy			2			677	2	
1	22		garbage			1			593	1	
1	23		beauty			2			649	2	
1	24		joy			2			535	2	
1	25		smile			2			713	2	
1	26		pest			1			588	1	
1	27		paradise			2			924	2	
1	28		beauty			2			598	2	
1	29		vacation			2			566	2	
1	30		success			2			735	2	
1	31		smile			2			553	2	
1	32		success			2			674	2	
2	1	C:\Hannah's FYP\Black16_neu.jpg	cockroach	1	forehead	1		111	1015	1	0
2	2	C:\Hannah's FYP\Black9_neu.jpg	beauty	1	forehead	2		112	974	2	0
2	3	C:\Hannah's FYP\White15_neu.jpg	pest	2	forehead	1		211	686	1	0
2	4	C:\Hannah's FYP\White3_neu.jpg	love	2	forehead	2		212	819	2	0
2	5	C:\Hannah's FYP\Black13_neu.jpg	vacation	1	forehead	2		112	2322	1	1
2	6	C:\Hannah's FYP\White19_neu.jpg	garbage	2	forehead	1		211	678	1	0
2	7	C:\Hannah's FYP\Black2_neu.jpg	joy	1	forehead	2		112	1259	2	0
2	8	C:\Hannah's FYP\White5_neu.jpg	smile	2	forehead	2		212	1687	2	0
2	9	C:\Hannah's FYP\White2_neu.jpg	romance	2	forehead	2		212	1577	1	1
2	10	C:\Hannah's FYP\Black21_neu.jpg	poison	1	forehead	1		111	668	1	0
2	11	C:\Hannah's FYP\White13_neu.jpg	love	2	forehead	2		212	2642	2	0
2	12	C:\Hannah's FYP\Black24_neu.jpg	disgust	1	forehead	1		111	568	1	0
2	13	C:\Hannah's FYP\White3_neu.jpg	sewage	2	forehead	1		211	665	1	0
2	14	C:\Hannah's FYP\Black4_neu.jpg	paradise	1	forehead	2		112	1024	2	0
2	15	C:\Hannah's FYP\White18_neu.jpg	smile	2	forehead	2		212	1690	2	0
2	16	C:\Hannah's FYP\White13_neu.jpg	vomit	2	forehead	1		211	636	1	0
2	17	C:\Hannah's FYP\Black20_neu.jpg	success	1	forehead	2		112	1447	2	0
2	18	C:\Hannah's FYP\White17_neu.jpg	poison	2	forehead	1		211	611	1	0
2	19	C:\Hannah's FYP\Black11_neu.jpg	sewage	1	forehead	1		111	692	1	0
2	20	C:\Hannah's FYP\White1_neu.jpg	joy	2	forehead	2		212	720	2	0
2	21	C:\Hannah's FYP\White20_neu.jpg	beauty	2	forehead	2		212	1784	2	0
2	22	C:\Hannah's FYP\White6_neu.jpg	vomit	2	forehead	1		211	998	1	0
2	23	C:\Hannah's FYP\Black22_neu.jpg	garbage	1	forehead	1		111	611	1	0
2	24	C:\Hannah's FYP\Black23_neu.jpg	vomit	1	forehead	1		111	633	1	0
2	25	C:\Hannah's FYP\White9_neu.jpg	success	2	forehead	2		212	688	2	0
2	26	C:\Hannah's FYP\Black21_neu.jpg	vacation	1	forehead	2		112	1057	2	0
2	27	C:\Hannah's FYP\Black3_neu.jpg	despair	1	forehead	1		111	989	1	0
2	28	C:\Hannah's FYP\Black12_neu.jpg	pest	1	forehead	1		111	757	1	0
2	29	C:\Hannah's FYP\White20_neu.jpg	love	2	forehead	2		212	1356	2	0
2	30	C:\Hannah's FYP\White14_neu.jpg	garbage	2	forehead	1		211	872	1	0
2	31	C:\Hannah's FYP\White4_neu.jpg	smile	2	forehead	2		212	1469	2	0
2	32	C:\Hannah's FYP\Black11_neu.jpg	cockroach	1	forehead	1		111	761	1	0
2	33	C:\Hannah's FYP\White10_neu.jpg	cockroach	2	forehead	1		211	819	1	0
2	34	C:\Hannah's FYP\White11_neu.jpg	garbage	2	forehead	1		211	834	1	0
2	35	C:\Hannah's FYP\Black21_neu.jpg	love	1	forehead	2		112	1197	2	0
2	36	C:\Hannah's FYP\White2_neu.jpg	garbage	2	forehead	1		211	1156	1	0
2	37	C:\Hannah's FYP\Black3_neu.jpg	smile	1	forehead	2		112	1252	2	0
2	38	C:\Hannah's FYP\White22_neu.jpg	garbage	2	forehead	1		211	817	1	0
2	39	C:\Hannah's FYP\Black17_neu.jpg	paradise	1	forehead	2		112	1046	2	0
2	40	C:\Hannah's FYP\White12_neu.jpg	romance	2	forehead	2		212	1476	2	0
2	41	C:\Hannah's FYP\Black17_neu.jpg	cockroach	1	forehead	1		111	781	1	0
2	42	C:\Hannah's FYP\Black7_neu.jpg	vacation	1	forehead	2		112	1460	2	0
2	43	C:\Hannah's FYP\White9_neu.jpg	poison	2	forehead	1		211	1000	1	0
2	44	C:\Hannah's FYP\Black10_neu.jpg	despair	1	forehead	1		111	1303	1	0
2	45	C:\Hannah's FYP\Black21_neu.jpg	despair	1	forehead	1		111	726	1	0
2	46	C:\Hannah's FYP\Black24_neu.jpg	joy	1	forehead	2		112	2334	2	0
2	47	C:\Hannah's FYP\Black12_neu.jpg	love	1	forehead	2		112	1037	2	0
2	48	C:\Hannah's FYP\Black18_neu.jpg	disgust	1	forehead	1		111	939	1	0
2	49	C:\Hannah's FYP\Black4_neu.jpg	pest	1	forehead	1		111	797	1	0
2	50	C:\Hannah's FYP\Black17_neu.jpg	vacation	1	forehead	2		112	1075	2	0
2	51	C:\Hannah's FYP\Black1_neu.jpg	sewage	1	forehead	1		111	927	1	0
2	52	C:\Hannah's FYP\White21_neu.jpg	sewage	2	forehead	1		211	806	1	0
2	53	C:\Hannah's FYP\White18_neu.jpg	sewage	2	forehead	1		211	706	1	0
2	54	C:\Hannah's FYP\Black3_neu.jpg	beauty	1	forehead	2		112	1325	2	0
2	55	C:\Hannah's FYP\White7_neu.jpg	love	2	forehead	2		212	974	2	0
2	56	C:\Hannah's FYP\White5_neu.jpg	paradise	2	forehead	2		212	1231	2	0
2	57	C:\Hannah's FYP\White15_neu.jpg	sewage	2	forehead	1		211	685	1	0
2	58	C:\Hannah's FYP\White15_neu.jpg	success	2	forehead	2		212	1194	2	0
2	59	C:\Hannah's FYP\White13_neu.jpg	vacation	2	forehead	2		212	1489	2	0
