Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Familiar	Condition	RT	Key	Error
1	1		smile			2			2807	2	
1	2		disgust			1			712	1	
1	3		joy			2			587	2	
1	4		despair			1			555	1	
1	5		smile			2			436	2	
1	6		cockroach			1			1035	1	
1	7		romance			2			568	2	
1	8		poison			1			1457	1	
1	9		paradise			2			683	2	
1	10		cockroach			1			584	1	
1	11		sewage			1			928	1	
1	12		despair			1			1001	1	
1	13		garbage			1			1464	1	
1	14		disgust			1			538	1	
1	15		beauty			2			573	2	
1	16		joy			2			493	2	
1	17		garbage			1			466	1	
1	18		poison			1			623	1	
1	19		beauty			2			862	2	
1	20		vomit			1			562	1	
1	21		paradise			2			1164	2	
1	22		vomit			1			579	1	
1	23		love			2			708	2	
1	24		romance			2			559	2	
1	25		success			2			488	2	
1	26		pest			1			637	1	
1	27		vacation			2			514	2	
1	28		pest			1			558	1	
1	29		success			2			431	2	
1	30		love			2			486	2	
1	31		sewage			1			547	1	
1	32		vacation			2			509	2	
2	1	C:\Hannah's FYP\White13_neu.jpg	vomit	2	forehead	1		211	625	1	0
2	2	C:\Hannah's FYP\Black3_neu.jpg	pest	1	forehead	1		111	558	1	0
2	3	C:\Hannah's FYP\White15_neu.jpg	paradise	2	forehead	2		212	561	2	0
2	4	C:\Hannah's FYP\White10_neu.jpg	vomit	2	forehead	1		211	459	1	0
2	5	C:\Hannah's FYP\White10_neu.jpg	love	2	forehead	2		212	402	2	0
2	6	C:\Hannah's FYP\Black22_neu.jpg	romance	1	forehead	2		112	544	2	0
2	7	C:\Hannah's FYP\White3_neu.jpg	poison	2	forehead	1		211	683	1	0
2	8	C:\Hannah's FYP\White18_neu.jpg	paradise	2	forehead	2		212	557	2	0
2	9	C:\Hannah's FYP\White11_neu.jpg	vacation	2	forehead	2		212	535	2	0
2	10	C:\Hannah's FYP\White12_neu.jpg	joy	2	forehead	2		212	458	2	0
2	11	C:\Hannah's FYP\Black5_neu.jpg	disgust	1	forehead	1		111	537	1	0
2	12	C:\Hannah's FYP\Black4_neu.jpg	garbage	1	forehead	1		111	540	1	0
2	13	C:\Hannah's FYP\White24_neu.jpg	success	2	forehead	2		212	447	2	0
2	14	C:\Hannah's FYP\Black12_neu.jpg	disgust	1	forehead	1		111	487	1	0
2	15	C:\Hannah's FYP\Black18_neu.jpg	love	1	forehead	2		112	476	2	0
2	16	C:\Hannah's FYP\White1_neu.jpg	vomit	2	forehead	1		211	546	1	0
2	17	C:\Hannah's FYP\White22_neu.jpg	garbage	2	forehead	1		211	629	1	0
2	18	C:\Hannah's FYP\White9_neu.jpg	smile	2	forehead	2		212	461	2	0
2	19	C:\Hannah's FYP\Black8_neu.jpg	vomit	1	forehead	1		111	426	1	0
2	20	C:\Hannah's FYP\Black23_neu.jpg	joy	1	forehead	2		112	583	2	0
2	21	C:\Hannah's FYP\White20_neu.jpg	disgust	2	forehead	1		211	476	1	0
2	22	C:\Hannah's FYP\Black9_neu.jpg	pest	1	forehead	1		111	586	1	0
2	23	C:\Hannah's FYP\White1_neu.jpg	sewage	2	forehead	1		211	579	1	0
2	24	C:\Hannah's FYP\Black12_neu.jpg	beauty	1	forehead	2		112	605	2	0
2	25	C:\Hannah's FYP\White20_neu.jpg	love	2	forehead	2		212	514	2	0
2	26	C:\Hannah's FYP\Black24_neu.jpg	vacation	1	forehead	2		112	620	2	0
2	27	C:\Hannah's FYP\Black6_neu.jpg	beauty	1	forehead	2		112	451	2	0
2	28	C:\Hannah's FYP\Black13_neu.jpg	smile	1	forehead	2		112	450	2	0
2	29	C:\Hannah's FYP\Black15_neu.jpg	cockroach	1	forehead	1		111	649	1	0
2	30	C:\Hannah's FYP\White11_neu.jpg	cockroach	2	forehead	1		211	568	1	0
2	31	C:\Hannah's FYP\White5_neu.jpg	despair	2	forehead	1		211	585	1	0
2	32	C:\Hannah's FYP\Black7_neu.jpg	romance	1	forehead	2		112	576	2	0
2	33	C:\Hannah's FYP\White24_neu.jpg	paradise	2	forehead	2		212	490	2	0
2	34	C:\Hannah's FYP\White2_neu.jpg	romance	2	forehead	2		212	687	2	0
2	35	C:\Hannah's FYP\Black7_neu.jpg	poison	1	forehead	1		111	538	1	0
2	36	C:\Hannah's FYP\White14_neu.jpg	romance	2	forehead	2		212	498	2	0
2	37	C:\Hannah's FYP\Black6_neu.jpg	garbage	1	forehead	1		111	471	1	0
2	38	C:\Hannah's FYP\Black7_neu.jpg	despair	1	forehead	1		111	467	1	0
2	39	C:\Hannah's FYP\White12_neu.jpg	success	2	forehead	2		212	561	2	0
2	40	C:\Hannah's FYP\Black14_neu.jpg	success	1	forehead	2		112	491	2	0
2	41	C:\Hannah's FYP\White22_neu.jpg	smile	2	forehead	2		212	472	2	0
2	42	C:\Hannah's FYP\Black16_neu.jpg	sewage	1	forehead	1		111	758	1	0
2	43	C:\Hannah's FYP\White14_neu.jpg	beauty	2	forehead	2		212	557	2	0
2	44	C:\Hannah's FYP\White3_neu.jpg	paradise	2	forehead	2		212	456	2	0
2	45	C:\Hannah's FYP\Black10_neu.jpg	vomit	1	forehead	1		111	622	1	0
2	46	C:\Hannah's FYP\Black19_neu.jpg	paradise	1	forehead	2		112	542	2	0
2	47	C:\Hannah's FYP\Black5_neu.jpg	cockroach	1	forehead	1		111	961	1	0
2	48	C:\Hannah's FYP\Black21_neu.jpg	paradise	1	forehead	2		112	743	2	0
2	49	C:\Hannah's FYP\Black19_neu.jpg	cockroach	1	forehead	1		111	633	1	0
2	50	C:\Hannah's FYP\White11_neu.jpg	paradise	2	forehead	2		212	497	2	0
2	51	C:\Hannah's FYP\White7_neu.jpg	success	2	forehead	2		212	478	2	0
2	52	C:\Hannah's FYP\White21_neu.jpg	romance	2	forehead	2		212	593	2	0
2	53	C:\Hannah's FYP\Black13_neu.jpg	pest	1	forehead	1		111	658	1	0
2	54	C:\Hannah's FYP\White3_neu.jpg	pest	2	forehead	1		211	488	1	0
2	55	C:\Hannah's FYP\Black6_neu.jpg	sewage	1	forehead	1		111	453	2	1
2	56	C:\Hannah's FYP\White15_neu.jpg	garbage	2	forehead	1		211	700	1	0
2	57	C:\Hannah's FYP\Black12_neu.jpg	smile	1	forehead	2		112	481	2	0
2	58	C:\Hannah's FYP\Black5_neu.jpg	paradise	1	forehead	2		112	1079	2	0
2	59	C:\Hannah's FYP\White6_neu.jpg	sewage	2	forehead	1		211	667	1	0
2	60	C:\Hannah's FYP\White17_neu.jpg	pest	2	forehead	1		211	481	1	0
2	61	C:\Hannah's FYP\Black16_neu.jpg	love	1	forehead	2		112	543	2	0
2	62	C:\Hannah's FYP\Black3_neu.jpg	romance	1	forehead	2		112	585	2	0
2	63	C:\Hannah's FYP\Black20_neu.jpg	smile	1	forehead	2		112	773	2	0
2	64	C:\Hannah's FYP\Black21_neu.jpg	poison	1	forehead	1		111	643	1	0
2	65	C:\Hannah's FYP\Black10_neu.jpg	joy	1	forehead	2		112	546	2	0
2	66	C:\Hannah's FYP\Black3_neu.jpg	sewage	1	forehead	1		111	564	1	0
2	67	C:\Hannah's FYP\Black20_neu.jpg	success	1	forehead	2		112	506	2	0
2	68	C:\Hannah's FYP\White17_neu.jpg	smile	2	forehead	2		212	462	2	0
2	69	C:\Hannah's FYP\Black23_neu.jpg	love	1	forehead	2		112	442	2	0
2	70	C:\Hannah's FYP\White1_neu.jpg	smile	2	forehead	2		212	410	2	0
2	71	C:\Hannah's FYP\Black23_neu.jpg	sewage	1	forehead	1		111	384	1	0
2	72	C:\Hannah's FYP\White21_neu.jpg	poison	2	forehead	1		211	590	1	0
2	73	C:\Hannah's FYP\Black13_neu.jpg	disgust	1	forehead	1		111	487	1	0
2	74	C:\Hannah's FYP\Black22_neu.jpg	garbage	1	forehead	1		111	705	1	0
2	75	C:\Hannah's FYP\White4_neu.jpg	disgust	2	forehead	1		211	461	1	0
2	76	C:\Hannah's FYP\White2_neu.jpg	cockroach	2	forehead	1		211	500	1	0
2	77	C:\Hannah's FYP\White1_neu.jpg	success	2	forehead	2		212	521	2	0
2	78	C:\Hannah's FYP\White6_neu.jpg	romance	2	forehead	2		212	861	1	1
2	79	C:\Hannah's FYP\Black24_neu.jpg	disgust	1	forehead	1		111	503	1	0
2	80	C:\Hannah's FYP\Black3_neu.jpg	joy	1	forehead	2		112	323	2	0
2	81	C:\Hannah's FYP\Black21_neu.jpg	pest	1	forehead	1		111	484	1	0
2	82	C:\Hannah's FYP\Black11_neu.jpg	paradise	1	forehead	2		112	561	2	0
2	83	C:\Hannah's FYP\White3_neu.jpg	beauty	2	forehead	2		212	491	2	0
2	84	C:\Hannah's FYP\Black2_neu.jpg	cockroach	1	forehead	1		111	657	1	0
2	85	C:\Hannah's FYP\Black13_neu.jpg	romance	1	forehead	2		112	663	2	0
2	86	C:\Hannah's FYP\Black20_neu.jpg	despair	1	forehead	1		111	601	1	0
2	87	C:\Hannah's FYP\Black14_neu.jpg	vacation	1	forehead	2		112	585	2	0
2	88	C:\Hannah's FYP\White7_neu.jpg	love	2	forehead	2		212	426	2	0
2	89	C:\Hannah's FYP\White9_neu.jpg	pest	2	forehead	1		211	458	1	0
2	90	C:\Hannah's FYP\White16_neu.jpg	joy	2	forehead	2		212	497	2	0
2	91	C:\Hannah's FYP\Black24_neu.jpg	smile	1	forehead	2		112	436	2	0
2	92	C:\Hannah's FYP\White4_neu.jpg	despair	2	forehead	1		211	595	1	0
2	93	C:\Hannah's FYP\White8_neu.jpg	beauty	2	forehead	2		212	412	2	0
2	94	C:\Hannah's FYP\White8_neu.jpg	disgust	2	forehead	1		211	478	1	0
2	95	C:\Hannah's FYP\White18_neu.jpg	joy	2	forehead	2		212	488	2	0
2	96	C:\Hannah's FYP\Black15_neu.jpg	beauty	1	forehead	2		112	670	2	0
2	97	C:\Hannah's FYP\Black14_neu.jpg	despair	1	forehead	1		111	1083	1	0
2	98	C:\Hannah's FYP\Black2_neu.jpg	smile	1	forehead	2		112	407	2	0
2	99	C:\Hannah's FYP\Black10_neu.jpg	sewage	1	forehead	1		111	624	1	0
2	100	C:\Hannah's FYP\White4_neu.jpg	love	2	forehead	2		212	336	2	0
2	101	C:\Hannah's FYP\White12_neu.jpg	despair	2	forehead	1		211	572	1	0
2	102	C:\Hannah's FYP\White24_neu.jpg	sewage	2	forehead	1		211	581	1	0
2	103	C:\Hannah's FYP\White13_neu.jpg	vacation	2	forehead	2		212	1039	2	0
2	104	C:\Hannah's FYP\Black16_neu.jpg	poison	1	forehead	1		111	685	1	0
2	105	C:\Hannah's FYP\White15_neu.jpg	love	2	forehead	2		212	610	2	0
2	106	C:\Hannah's FYP\Black17_neu.jpg	romance	1	forehead	2		112	744	2	0
2	107	C:\Hannah's FYP\White9_neu.jpg	romance	2	forehead	2		212	466	2	0
2	108	C:\Hannah's FYP\Black2_neu.jpg	vacation	1	forehead	2		112	713	2	0
2	109	C:\Hannah's FYP\Black15_neu.jpg	paradise	1	forehead	2		112	597	2	0
2	110	C:\Hannah's FYP\White13_neu.jpg	poison	2	forehead	1		211	1374	1	0
2	111	C:\Hannah's FYP\White11_neu.jpg	poison	2	forehead	1		211	462	1	0
2	112	C:\Hannah's FYP\Black4_neu.jpg	vomit	1	forehead	1		111	740	1	0
2	113	C:\Hannah's FYP\White4_neu.jpg	joy	2	forehead	2		212	551	2	0
2	114	C:\Hannah's FYP\White6_neu.jpg	joy	2	forehead	2		212	481	2	0
2	115	C:\Hannah's FYP\Black5_neu.jpg	smile	1	forehead	2		112	488	2	0
2	116	C:\Hannah's FYP\Black4_neu.jpg	beauty	1	forehead	2		112	413	2	0
2	117	C:\Hannah's FYP\Black23_neu.jpg	cockroach	1	forehead	1		111	531	1	0
2	118	C:\Hannah's FYP\White23_neu.jpg	disgust	2	forehead	1		211	554	1	0
2	119	C:\Hannah's FYP\White18_neu.jpg	cockroach	2	forehead	1		211	513	1	0
2	120	C:\Hannah's FYP\White5_neu.jpg	cockroach	2	forehead	1		211	1102	1	0
2	121	C:\Hannah's FYP\White14_neu.jpg	disgust	2	forehead	1		211	477	1	0
2	122	C:\Hannah's FYP\White17_neu.jpg	vacation	2	forehead	2		212	587	2	0
2	123	C:\Hannah's FYP\Black8_neu.jpg	joy	1	forehead	2		112	618	2	0
2	124	C:\Hannah's FYP\White23_neu.jpg	vomit	2	forehead	1		211	654	2	1
2	125	C:\Hannah's FYP\Black17_neu.jpg	beauty	1	forehead	2		112	530	2	0
2	126	C:\Hannah's FYP\Black11_neu.jpg	vacation	1	forehead	2		112	525	2	0
2	127	C:\Hannah's FYP\White22_neu.jpg	pest	2	forehead	1		211	569	1	0
2	128	C:\Hannah's FYP\Black17_neu.jpg	pest	1	forehead	1		111	569	1	0
2	129	C:\Hannah's FYP\Black4_neu.jpg	paradise	1	forehead	2		112	699	2	0
2	130	C:\Hannah's FYP\White5_neu.jpg	vacation	2	forehead	2		212	559	2	0
2	131	C:\Hannah's FYP\Black18_neu.jpg	vomit	1	forehead	1		111	586	1	0
2	132	C:\Hannah's FYP\White12_neu.jpg	sewage	2	forehead	1		211	523	1	0
2	133	C:\Hannah's FYP\Black8_neu.jpg	love	1	forehead	2		112	837	2	0
2	134	C:\Hannah's FYP\Black6_neu.jpg	success	1	forehead	2		112	451	2	0
2	135	C:\Hannah's FYP\Black10_neu.jpg	love	1	forehead	2		112	450	2	0
2	136	C:\Hannah's FYP\White13_neu.jpg	smile	2	forehead	2		212	425	2	0
2	137	C:\Hannah's FYP\Black22_neu.jpg	beauty	1	forehead	2		112	471	2	0
2	138	C:\Hannah's FYP\Black11_neu.jpg	poison	1	forehead	1		111	605	1	0
2	139	C:\Hannah's FYP\Black9_neu.jpg	romance	1	forehead	2		112	493	2	0
2	140	C:\Hannah's FYP\White21_neu.jpg	beauty	2	forehead	2		212	471	2	0
2	141	C:\Hannah's FYP\White16_neu.jpg	success	2	forehead	2		212	485	2	0
2	142	C:\Hannah's FYP\Black8_neu.jpg	pest	1	forehead	1		111	688	1	0
2	143	C:\Hannah's FYP\Black1_neu.jpg	success	1	forehead	2		112	500	2	0
2	144	C:\Hannah's FYP\White2_neu.jpg	garbage	2	forehead	1		211	793	1	0
2	145	C:\Hannah's FYP\White2_neu.jpg	vacation	2	forehead	2		212	537	2	0
2	146	C:\Hannah's FYP\White7_neu.jpg	poison	2	forehead	1		211	700	1	0
2	147	C:\Hannah's FYP\Black21_neu.jpg	success	1	forehead	2		112	622	2	0
2	148	C:\Hannah's FYP\Black20_neu.jpg	poison	1	forehead	1		111	745	1	0
2	149	C:\Hannah's FYP\Black18_neu.jpg	vacation	1	forehead	2		112	764	2	0
2	150	C:\Hannah's FYP\Black17_neu.jpg	sewage	1	forehead	1		111	644	1	0
2	151	C:\Hannah's FYP\White10_neu.jpg	beauty	2	forehead	2		212	635	2	0
2	152	C:\Hannah's FYP\Black9_neu.jpg	cockroach	1	forehead	1		111	738	1	0
2	153	C:\Hannah's FYP\Black1_neu.jpg	love	1	forehead	2		112	708	2	0
2	154	C:\Hannah's FYP\White19_neu.jpg	beauty	2	forehead	2		212	821	1	1
2	155	C:\Hannah's FYP\Black12_neu.jpg	garbage	1	forehead	1		111	532	1	0
2	156	C:\Hannah's FYP\White20_neu.jpg	poison	2	forehead	1		211	588	1	0
2	157	C:\Hannah's FYP\White18_neu.jpg	despair	2	forehead	1		211	561	1	0
2	158	C:\Hannah's FYP\Black24_neu.jpg	despair	1	forehead	1		111	425	1	0
2	159	C:\Hannah's FYP\White24_neu.jpg	cockroach	2	forehead	1		211	433	1	0
2	160	C:\Hannah's FYP\White17_neu.jpg	vomit	2	forehead	1		211	561	1	0
2	161	C:\Hannah's FYP\White20_neu.jpg	success	2	forehead	2		212	440	1	1
2	162	C:\Hannah's FYP\Black1_neu.jpg	disgust	1	forehead	1		111	336	1	0
2	163	C:\Hannah's FYP\Black16_neu.jpg	joy	1	forehead	2		112	732	2	0
2	164	C:\Hannah's FYP\White22_neu.jpg	joy	2	forehead	2		212	559	2	0
2	165	C:\Hannah's FYP\Black19_neu.jpg	joy	1	forehead	2		112	529	2	0
2	166	C:\Hannah's FYP\White9_neu.jpg	disgust	2	forehead	1		211	573	1	0
2	167	C:\Hannah's FYP\Black11_neu.jpg	despair	1	forehead	1		111	719	1	0
2	168	C:\Hannah's FYP\White14_neu.jpg	sewage	2	forehead	1		211	528	1	0
