Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Familiar	Condition	RT	Key	Error
1	1		sewage			1			1099	1	
1	2		vomit			1			838	1	
1	3		cockroach			1			827	1	
1	4		success			2			849	2	
1	5		despair			1			942	1	
1	6		love			2			927	2	
1	7		romance			2			920	2	
1	8		pest			1			858	1	
1	9		joy			2			879	2	
1	10		romance			2			1058	2	
1	11		success			2			854	2	
1	12		disgust			1			987	1	
1	13		smile			2			769	2	
1	14		paradise			2			874	2	
1	15		vacation			2			1085	2	
1	16		joy			2			960	2	
1	17		cockroach			1			736	1	
1	18		beauty			2			809	2	
1	19		beauty			2			792	2	
1	20		paradise			2			863	2	
1	21		vacation			2			764	2	
1	22		disgust			1			909	1	
1	23		garbage			1			911	1	
1	24		poison			1			761	1	
1	25		pest			1			802	1	
1	26		poison			1			593	1	
1	27		garbage			1			753	1	
1	28		vomit			1			729	1	
1	29		sewage			1			756	1	
1	30		despair			1			829	1	
1	31		love			2			466	2	
1	32		smile			2			703	2	
2	1	C:\Hannah's FYP\White21_neu.jpg	beauty	2	forehead	2		212	3461	2	0
2	2	C:\Hannah's FYP\White18_neu.jpg	vacation	2	forehead	2		212	735	2	0
2	3	C:\Hannah's FYP\Black21_neu.jpg	pest	1	forehead	1		111	1158	1	0
2	4	C:\Hannah's FYP\Black10_neu.jpg	romance	1	forehead	2		112	831	2	0
2	5	C:\Hannah's FYP\Black6_neu.jpg	romance	1	forehead	2		112	758	2	0
2	6	C:\Hannah's FYP\White22_neu.jpg	pest	2	forehead	1		211	847	1	0
2	7	C:\Hannah's FYP\White16_neu.jpg	sewage	2	forehead	1		211	924	1	0
2	8	C:\Hannah's FYP\White3_neu.jpg	pest	2	forehead	1		211	535	1	0
2	9	C:\Hannah's FYP\White22_neu.jpg	joy	2	forehead	2		212	538	2	0
2	10	C:\Hannah's FYP\White2_neu.jpg	disgust	2	forehead	1		211	869	1	0
2	11	C:\Hannah's FYP\Black4_neu.jpg	disgust	1	forehead	1		111	1042	1	0
2	12	C:\Hannah's FYP\Black2_neu.jpg	beauty	1	forehead	2		112	664	2	0
2	13	C:\Hannah's FYP\Black12_neu.jpg	smile	1	forehead	2		112	566	2	0
2	14	C:\Hannah's FYP\Black10_neu.jpg	vacation	1	forehead	2		112	553	2	0
2	15	C:\Hannah's FYP\White15_neu.jpg	pest	2	forehead	1		211	595	1	0
2	16	C:\Hannah's FYP\Black5_neu.jpg	love	1	forehead	2		112	588	2	0
2	17	C:\Hannah's FYP\White24_neu.jpg	vomit	2	forehead	1		211	661	1	0
2	18	C:\Hannah's FYP\Black2_neu.jpg	romance	1	forehead	2		112	491	2	0
2	19	C:\Hannah's FYP\Black15_neu.jpg	poison	1	forehead	1		111	641	1	0
2	20	C:\Hannah's FYP\Black20_neu.jpg	pest	1	forehead	1		111	827	1	0
2	21	C:\Hannah's FYP\Black12_neu.jpg	paradise	1	forehead	2		112	754	2	0
2	22	C:\Hannah's FYP\Black12_neu.jpg	despair	1	forehead	1		111	748	1	0
2	23	C:\Hannah's FYP\White1_neu.jpg	paradise	2	forehead	2		212	2055	2	0
2	24	C:\Hannah's FYP\White19_neu.jpg	garbage	2	forehead	1		211	653	1	0
2	25	C:\Hannah's FYP\Black21_neu.jpg	love	1	forehead	2		112	680	2	0
2	26	C:\Hannah's FYP\Black16_neu.jpg	beauty	1	forehead	2		112	629	2	0
2	27	C:\Hannah's FYP\Black18_neu.jpg	despair	1	forehead	1		111	589	1	0
2	28	C:\Hannah's FYP\White16_neu.jpg	joy	2	forehead	2		212	742	2	0
2	29	C:\Hannah's FYP\White16_neu.jpg	success	2	forehead	2		212	496	2	0
2	30	C:\Hannah's FYP\White24_neu.jpg	cockroach	2	forehead	1		211	718	1	0
2	31	C:\Hannah's FYP\White5_neu.jpg	success	2	forehead	2		212	817	2	0
2	32	C:\Hannah's FYP\White9_neu.jpg	success	2	forehead	2		212	745	2	0
2	33	C:\Hannah's FYP\Black23_neu.jpg	poison	1	forehead	1		111	832	1	0
2	34	C:\Hannah's FYP\White18_neu.jpg	sewage	2	forehead	1		211	1163	1	0
2	35	C:\Hannah's FYP\White18_neu.jpg	joy	2	forehead	2		212	1112	2	0
2	36	C:\Hannah's FYP\Black20_neu.jpg	smile	1	forehead	2		112	879	2	0
2	37	C:\Hannah's FYP\Black17_neu.jpg	joy	1	forehead	2		112	721	2	0
2	38	C:\Hannah's FYP\Black21_neu.jpg	success	1	forehead	2		112	1034	2	0
2	39	C:\Hannah's FYP\White1_neu.jpg	despair	2	forehead	1		211	600	1	0
2	40	C:\Hannah's FYP\White12_neu.jpg	beauty	2	forehead	2		212	953	2	0
2	41	C:\Hannah's FYP\Black14_neu.jpg	success	1	forehead	2		112	746	2	0
2	42	C:\Hannah's FYP\White17_neu.jpg	vomit	2	forehead	1		211	1020	1	0
2	43	C:\Hannah's FYP\Black4_neu.jpg	paradise	1	forehead	2		112	723	2	0
2	44	C:\Hannah's FYP\Black12_neu.jpg	vomit	1	forehead	1		111	1094	1	0
2	45	C:\Hannah's FYP\White2_neu.jpg	vacation	2	forehead	2		212	634	2	0
2	46	C:\Hannah's FYP\Black24_neu.jpg	vomit	1	forehead	1		111	973	1	0
2	47	C:\Hannah's FYP\Black9_neu.jpg	love	1	forehead	2		112	798	2	0
2	48	C:\Hannah's FYP\White9_neu.jpg	poison	2	forehead	1		211	766	1	0
2	49	C:\Hannah's FYP\White20_neu.jpg	smile	2	forehead	2		212	692	2	0
2	50	C:\Hannah's FYP\Black23_neu.jpg	smile	1	forehead	2		112	877	2	0
2	51	C:\Hannah's FYP\Black17_neu.jpg	vacation	1	forehead	2		112	776	2	0
2	52	C:\Hannah's FYP\White16_neu.jpg	disgust	2	forehead	1		211	713	1	0
