Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Familiar	Condition	RT	Key	Error
1	1		despair			1			961	1	
1	2		smile			2			506	2	
1	3		love			2			485	2	
1	4		paradise			2			665	2	
1	5		pest			1			607	1	
1	6		beauty			2			470	2	
1	7		garbage			1			515	1	
1	8		paradise			2			446	2	
1	9		disgust			1			405	1	
1	10		poison			1			549	1	
1	11		garbage			1			495	1	
1	12		poison			1			403	1	
1	13		vacation			2			467	2	
1	14		success			2			384	2	
1	15		joy			2			392	2	
1	16		disgust			1			417	1	
1	17		cockroach			1			504	1	
1	18		sewage			1			412	1	
1	19		romance			2			483	1	
1	20		smile			2			680	2	
1	21		cockroach			1			740	1	
1	22		love			2			486	2	
1	23		pest			1			530	1	
1	24		despair			1			933	1	
1	25		vomit			1			654	1	
1	26		vomit			1			379	1	
1	27		beauty			2			477	2	
1	28		romance			2			434	2	
1	29		success			2			608	2	
1	30		sewage			1			383	2	
1	31		vacation			2			1112	2	
1	32		joy			2			634	2	
2	1	C:\Hannah's FYP\White14_neu.jpg	cockroach	2	forehead	1		211	666	1	0
2	2	C:\Hannah's FYP\White21_neu.jpg	cockroach	2	forehead	1		211	636	1	0
2	3	C:\Hannah's FYP\Black6_neu.jpg	joy	1	forehead	2		112	611	2	0
2	4	C:\Hannah's FYP\White8_neu.jpg	joy	2	forehead	2		212	595	2	0
2	5	C:\Hannah's FYP\White17_neu.jpg	vacation	2	forehead	2		212	604	2	0
2	6	C:\Hannah's FYP\Black6_neu.jpg	sewage	1	forehead	1		111	573	1	0
2	7	C:\Hannah's FYP\White12_neu.jpg	success	2	forehead	2		212	543	2	0
2	8	C:\Hannah's FYP\White11_neu.jpg	romance	2	forehead	2		212	666	2	0
2	9	C:\Hannah's FYP\White23_neu.jpg	pest	2	forehead	1		211	556	1	0
2	10	C:\Hannah's FYP\Black17_neu.jpg	smile	1	forehead	2		112	548	2	0
2	11	C:\Hannah's FYP\Black15_neu.jpg	vomit	1	forehead	1		111	735	1	0
2	12	C:\Hannah's FYP\White6_neu.jpg	sewage	2	forehead	1		211	795	1	0
2	13	C:\Hannah's FYP\White15_neu.jpg	despair	2	forehead	1		211	603	1	0
2	14	C:\Hannah's FYP\White10_neu.jpg	joy	2	forehead	2		212	459	2	0
2	15	C:\Hannah's FYP\White16_neu.jpg	success	2	forehead	2		212	650	2	0
2	16	C:\Hannah's FYP\Black9_neu.jpg	love	1	forehead	2		112	705	2	0
2	17	C:\Hannah's FYP\Black13_neu.jpg	poison	1	forehead	1		111	533	1	0
2	18	C:\Hannah's FYP\Black20_neu.jpg	disgust	1	forehead	1		111	517	1	0
2	19	C:\Hannah's FYP\White1_neu.jpg	despair	2	forehead	1		211	568	1	0
2	20	C:\Hannah's FYP\Black24_neu.jpg	paradise	1	forehead	2		112	655	2	0
2	21	C:\Hannah's FYP\Black2_neu.jpg	despair	1	forehead	1		111	845	1	0
2	22	C:\Hannah's FYP\Black13_neu.jpg	vacation	1	forehead	2		112	612	2	0
2	23	C:\Hannah's FYP\Black12_neu.jpg	cockroach	1	forehead	1		111	572	1	0
2	24	C:\Hannah's FYP\White12_neu.jpg	vacation	2	forehead	2		212	614	2	0
2	25	C:\Hannah's FYP\Black7_neu.jpg	despair	1	forehead	1		111	868	1	0
2	26	C:\Hannah's FYP\Black18_neu.jpg	garbage	1	forehead	1		111	473	1	0
2	27	C:\Hannah's FYP\Black3_neu.jpg	garbage	1	forehead	1		111	557	1	0
2	28	C:\Hannah's FYP\Black16_neu.jpg	despair	1	forehead	1		111	432	1	0
2	29	C:\Hannah's FYP\White9_neu.jpg	cockroach	2	forehead	1		211	416	1	0
