"Block"	"Trial"	"FaceFilename"	"WordFilename"	"Race"	"Fix"	"WordValence"	"Familiar"	"Condition"	"RT"	"Key"	"Error"	"ID"	"race"	"fixation"
2	61	"C:\Hannah's FYP\Black9_neu.jpg"	"romance"	1	"forehead"	2	NA	112	244	2	0	5	"Black"	"eyes"
2	62	"C:\Hannah's FYP\White14_neu.jpg"	"romance"	2	"forehead"	2	NA	212	346	1	1	5	"White"	"eyes"
2	63	"C:\Hannah's FYP\Black4_neu.jpg"	"beauty"	1	"forehead"	2	NA	112	189	2	0	5	"Black"	"forehead"
2	64	"C:\Hannah's FYP\Black1_neu.jpg"	"paradise"	1	"forehead"	2	NA	112	224	2	0	5	"Black"	"forehead"
2	65	"C:\Hannah's FYP\Black10_neu.jpg"	"paradise"	1	"forehead"	2	NA	112	217	1	1	5	"Black"	"eyes"
2	66	"C:\Hannah's FYP\White1_neu.jpg"	"romance"	2	"forehead"	2	NA	212	297	2	0	5	"White"	"forehead"
2	67	"C:\Hannah's FYP\Black14_neu.jpg"	"smile"	1	"forehead"	2	NA	112	127	1	1	5	"Black"	"eyes"
2	68	"C:\Hannah's FYP\White8_neu.jpg"	"sewage"	2	"forehead"	1	NA	211	164	2	1	5	"White"	"forehead"
2	69	"C:\Hannah's FYP\Black15_neu.jpg"	"success"	1	"forehead"	2	NA	112	264	1	1	5	"Black"	"eyes"
2	70	"C:\Hannah's FYP\White12_neu.jpg"	"paradise"	2	"forehead"	2	NA	212	208	1	1	5	"White"	"eyes"
2	71	"C:\Hannah's FYP\White9_neu.jpg"	"love"	2	"forehead"	2	NA	212	153	2	0	5	"White"	"eyes"
2	72	"C:\Hannah's FYP\White7_neu.jpg"	"garbage"	2	"forehead"	1	NA	211	157	1	0	5	"White"	"forehead"
2	73	"C:\Hannah's FYP\Black10_neu.jpg"	"sewage"	1	"forehead"	1	NA	111	424	1	0	5	"Black"	"eyes"
2	74	"C:\Hannah's FYP\White8_neu.jpg"	"poison"	2	"forehead"	1	NA	211	201	2	1	5	"White"	"forehead"
2	75	"C:\Hannah's FYP\White16_neu.jpg"	"success"	2	"forehead"	2	NA	212	202	2	0	5	"White"	"eyes"
2	76	"C:\Hannah's FYP\Black8_neu.jpg"	"disgust"	1	"forehead"	1	NA	111	314	2	1	5	"Black"	"forehead"
2	77	"C:\Hannah's FYP\Black6_neu.jpg"	"pest"	1	"forehead"	1	NA	111	311	1	0	5	"Black"	"forehead"
2	78	"C:\Hannah's FYP\White15_neu.jpg"	"love"	2	"forehead"	2	NA	212	364	1	1	5	"White"	"eyes"
2	79	"C:\Hannah's FYP\Black9_neu.jpg"	"vomit"	1	"forehead"	1	NA	111	167	2	1	5	"Black"	"eyes"
2	80	"C:\Hannah's FYP\Black14_neu.jpg"	"pest"	1	"forehead"	1	NA	111	186	1	0	5	"Black"	"eyes"
2	81	"C:\Hannah's FYP\Black7_neu.jpg"	"vomit"	1	"forehead"	1	NA	111	290	1	0	5	"Black"	"forehead"
2	82	"C:\Hannah's FYP\Black19_neu.jpg"	"love"	1	"forehead"	2	NA	112	192	1	1	5	"Black"	"nose"
2	83	"C:\Hannah's FYP\White12_neu.jpg"	"garbage"	2	"forehead"	1	NA	211	202	1	0	5	"White"	"eyes"
2	84	"C:\Hannah's FYP\Black22_neu.jpg"	"pest"	1	"forehead"	1	NA	111	265	1	0	5	"Black"	"nose"
2	85	"C:\Hannah's FYP\Black5_neu.jpg"	"success"	1	"forehead"	2	NA	112	232	1	1	5	"Black"	"forehead"
2	86	"C:\Hannah's FYP\Black14_neu.jpg"	"poison"	1	"forehead"	1	NA	111	193	1	0	5	"Black"	"eyes"
2	87	"C:\Hannah's FYP\Black13_neu.jpg"	"love"	1	"forehead"	2	NA	112	147	1	1	5	"Black"	"eyes"
2	88	"C:\Hannah's FYP\Black7_neu.jpg"	"joy"	1	"forehead"	2	NA	112	141	1	1	5	"Black"	"forehead"
2	89	"C:\Hannah's FYP\Black6_neu.jpg"	"despair"	1	"forehead"	1	NA	111	169	1	0	5	"Black"	"forehead"
2	90	"C:\Hannah's FYP\White22_neu.jpg"	"cockroach"	2	"forehead"	1	NA	211	340	2	1	5	"White"	"nose"
2	91	"C:\Hannah's FYP\White19_neu.jpg"	"vomit"	2	"forehead"	1	NA	211	357	2	1	5	"White"	"nose"
2	92	"C:\Hannah's FYP\White16_neu.jpg"	"poison"	2	"forehead"	1	NA	211	344	1	0	5	"White"	"eyes"
2	93	"C:\Hannah's FYP\White2_neu.jpg"	"cockroach"	2	"forehead"	1	NA	211	316	1	0	5	"White"	"forehead"
2	94	"C:\Hannah's FYP\White18_neu.jpg"	"joy"	2	"forehead"	2	NA	212	165	1	1	5	"White"	"nose"
2	95	"C:\Hannah's FYP\White23_neu.jpg"	"joy"	2	"forehead"	2	NA	212	140	1	1	5	"White"	"nose"
2	96	"C:\Hannah's FYP\White18_neu.jpg"	"pest"	2	"forehead"	1	NA	211	117	1	0	5	"White"	"nose"
2	97	"C:\Hannah's FYP\White10_neu.jpg"	"vomit"	2	"forehead"	1	NA	211	106	1	0	5	"White"	"eyes"
2	98	"C:\Hannah's FYP\White3_neu.jpg"	"paradise"	2	"forehead"	2	NA	212	184	2	0	5	"White"	"forehead"
2	99	"C:\Hannah's FYP\Black20_neu.jpg"	"cockroach"	1	"forehead"	1	NA	111	134	1	0	5	"Black"	"nose"
2	100	"C:\Hannah's FYP\White14_neu.jpg"	"cockroach"	2	"forehead"	1	NA	211	383	2	1	5	"White"	"eyes"
2	101	"C:\Hannah's FYP\Black24_neu.jpg"	"sewage"	1	"forehead"	1	NA	111	254	2	1	5	"Black"	"nose"
2	102	"C:\Hannah's FYP\Black23_neu.jpg"	"romance"	1	"forehead"	2	NA	112	330	1	1	5	"Black"	"nose"
2	103	"C:\Hannah's FYP\White20_neu.jpg"	"love"	2	"forehead"	2	NA	212	219	1	1	5	"White"	"nose"
2	104	"C:\Hannah's FYP\Black11_neu.jpg"	"despair"	1	"forehead"	1	NA	111	364	2	1	5	"Black"	"eyes"
2	105	"C:\Hannah's FYP\White7_neu.jpg"	"pest"	2	"forehead"	1	NA	211	247	1	0	5	"White"	"forehead"
2	106	"C:\Hannah's FYP\White1_neu.jpg"	"disgust"	2	"forehead"	1	NA	211	159	2	1	5	"White"	"forehead"
2	107	"C:\Hannah's FYP\Black12_neu.jpg"	"garbage"	1	"forehead"	1	NA	111	243	1	0	5	"Black"	"eyes"
2	108	"C:\Hannah's FYP\Black19_neu.jpg"	"sewage"	1	"forehead"	1	NA	111	411	2	1	5	"Black"	"nose"
2	109	"C:\Hannah's FYP\White11_neu.jpg"	"smile"	2	"forehead"	2	NA	212	348	2	0	5	"White"	"eyes"
2	110	"C:\Hannah's FYP\Black7_neu.jpg"	"cockroach"	1	"forehead"	1	NA	111	166	1	0	5	"Black"	"forehead"
2	111	"C:\Hannah's FYP\White12_neu.jpg"	"vacation"	2	"forehead"	2	NA	212	657	1	1	5	"White"	"eyes"
2	112	"C:\Hannah's FYP\Black19_neu.jpg"	"romance"	1	"forehead"	2	NA	112	79	2	0	5	"Black"	"nose"
2	113	"C:\Hannah's FYP\White1_neu.jpg"	"despair"	2	"forehead"	1	NA	211	214	2	1	5	"White"	"forehead"
2	114	"C:\Hannah's FYP\Black10_neu.jpg"	"pest"	1	"forehead"	1	NA	111	112	1	0	5	"Black"	"eyes"
2	115	"C:\Hannah's FYP\Black9_neu.jpg"	"love"	1	"forehead"	2	NA	112	173	2	0	5	"Black"	"eyes"
2	116	"C:\Hannah's FYP\Black12_neu.jpg"	"smile"	1	"forehead"	2	NA	112	128	1	1	5	"Black"	"eyes"
2	117	"C:\Hannah's FYP\White10_neu.jpg"	"joy"	2	"forehead"	2	NA	212	325	1	1	5	"White"	"eyes"
2	118	"C:\Hannah's FYP\Black5_neu.jpg"	"paradise"	1	"forehead"	2	NA	112	290	1	1	5	"Black"	"forehead"
2	119	"C:\Hannah's FYP\Black2_neu.jpg"	"garbage"	1	"forehead"	1	NA	111	224	2	1	5	"Black"	"forehead"
2	120	"C:\Hannah's FYP\White14_neu.jpg"	"garbage"	2	"forehead"	1	NA	211	245	2	1	5	"White"	"eyes"
2	121	"C:\Hannah's FYP\White6_neu.jpg"	"disgust"	2	"forehead"	1	NA	211	269	1	0	5	"White"	"forehead"
2	122	"C:\Hannah's FYP\White15_neu.jpg"	"disgust"	2	"forehead"	1	NA	211	220	1	0	5	"White"	"eyes"
2	123	"C:\Hannah's FYP\Black18_neu.jpg"	"garbage"	1	"forehead"	1	NA	111	205	1	0	5	"Black"	"nose"
2	124	"C:\Hannah's FYP\Black1_neu.jpg"	"smile"	1	"forehead"	2	NA	112	326	2	0	5	"Black"	"forehead"
2	125	"C:\Hannah's FYP\White17_neu.jpg"	"romance"	2	"forehead"	2	NA	212	179	1	1	5	"White"	"nose"
2	126	"C:\Hannah's FYP\Black3_neu.jpg"	"romance"	1	"forehead"	2	NA	112	172	1	1	5	"Black"	"forehead"
2	127	"C:\Hannah's FYP\White21_neu.jpg"	"paradise"	2	"forehead"	2	NA	212	164	1	1	5	"White"	"nose"
2	128	"C:\Hannah's FYP\White24_neu.jpg"	"pest"	2	"forehead"	1	NA	211	143	1	0	5	"White"	"nose"
2	129	"C:\Hannah's FYP\White6_neu.jpg"	"smile"	2	"forehead"	2	NA	212	76	1	1	5	"White"	"forehead"
2	130	"C:\Hannah's FYP\White18_neu.jpg"	"vacation"	2	"forehead"	2	NA	212	128	1	1	5	"White"	"nose"
2	131	"C:\Hannah's FYP\White24_neu.jpg"	"beauty"	2	"forehead"	2	NA	212	197	1	1	5	"White"	"nose"
2	132	"C:\Hannah's FYP\Black22_neu.jpg"	"paradise"	1	"forehead"	2	NA	112	92	1	1	5	"Black"	"nose"
2	133	"C:\Hannah's FYP\White7_neu.jpg"	"paradise"	2	"forehead"	2	NA	212	115	1	1	5	"White"	"forehead"
2	134	"C:\Hannah's FYP\White14_neu.jpg"	"paradise"	2	"forehead"	2	NA	212	325	2	0	5	"White"	"eyes"
2	135	"C:\Hannah's FYP\White20_neu.jpg"	"sewage"	2	"forehead"	1	NA	211	646	1	0	5	"White"	"nose"
2	136	"C:\Hannah's FYP\Black6_neu.jpg"	"romance"	1	"forehead"	2	NA	112	141	1	1	5	"Black"	"forehead"
2	137	"C:\Hannah's FYP\Black15_neu.jpg"	"disgust"	1	"forehead"	1	NA	111	273	2	1	5	"Black"	"eyes"
2	138	"C:\Hannah's FYP\White5_neu.jpg"	"despair"	2	"forehead"	1	NA	211	368	1	0	5	"White"	"forehead"
2	139	"C:\Hannah's FYP\White6_neu.jpg"	"love"	2	"forehead"	2	NA	212	362	1	1	5	"White"	"forehead"
2	140	"C:\Hannah's FYP\White23_neu.jpg"	"success"	2	"forehead"	2	NA	212	185	1	1	5	"White"	"nose"
2	141	"C:\Hannah's FYP\White13_neu.jpg"	"beauty"	2	"forehead"	2	NA	212	171	1	1	5	"White"	"eyes"
2	142	"C:\Hannah's FYP\Black1_neu.jpg"	"disgust"	1	"forehead"	1	NA	111	574	2	1	5	"Black"	"forehead"
2	143	"C:\Hannah's FYP\White24_neu.jpg"	"vomit"	2	"forehead"	1	NA	211	32	1	0	5	"White"	"nose"
2	144	"C:\Hannah's FYP\White19_neu.jpg"	"disgust"	2	"forehead"	1	NA	211	734	1	0	5	"White"	"nose"
2	145	"C:\Hannah's FYP\Black14_neu.jpg"	"paradise"	1	"forehead"	2	NA	112	169	1	1	5	"Black"	"eyes"
2	146	"C:\Hannah's FYP\Black10_neu.jpg"	"vacation"	1	"forehead"	2	NA	112	388	1	1	5	"Black"	"eyes"
2	147	"C:\Hannah's FYP\Black11_neu.jpg"	"poison"	1	"forehead"	1	NA	111	422	1	0	5	"Black"	"eyes"
2	148	"C:\Hannah's FYP\White5_neu.jpg"	"beauty"	2	"forehead"	2	NA	212	166	1	1	5	"White"	"forehead"
2	149	"C:\Hannah's FYP\White8_neu.jpg"	"joy"	2	"forehead"	2	NA	212	257	2	0	5	"White"	"forehead"
2	150	"C:\Hannah's FYP\Black7_neu.jpg"	"vacation"	1	"forehead"	2	NA	112	134	1	1	5	"Black"	"forehead"
2	151	"C:\Hannah's FYP\White12_neu.jpg"	"disgust"	2	"forehead"	1	NA	211	227	1	0	5	"White"	"eyes"
2	152	"C:\Hannah's FYP\Black15_neu.jpg"	"garbage"	1	"forehead"	1	NA	111	483	1	0	5	"Black"	"eyes"
2	153	"C:\Hannah's FYP\Black16_neu.jpg"	"despair"	1	"forehead"	1	NA	111	129	1	0	5	"Black"	"eyes"
2	154	"C:\Hannah's FYP\White21_neu.jpg"	"romance"	2	"forehead"	2	NA	212	115	1	1	5	"White"	"nose"
2	155	"C:\Hannah's FYP\White22_neu.jpg"	"poison"	2	"forehead"	1	NA	211	193	2	1	5	"White"	"nose"
2	156	"C:\Hannah's FYP\White11_neu.jpg"	"romance"	2	"forehead"	2	NA	212	219	2	0	5	"White"	"eyes"
2	157	"C:\Hannah's FYP\Black8_neu.jpg"	"love"	1	"forehead"	2	NA	112	666	2	0	5	"Black"	"forehead"
2	158	"C:\Hannah's FYP\Black20_neu.jpg"	"vacation"	1	"forehead"	2	NA	112	171	1	1	5	"Black"	"nose"
2	159	"C:\Hannah's FYP\White17_neu.jpg"	"despair"	2	"forehead"	1	NA	211	230	1	0	5	"White"	"nose"
2	160	"C:\Hannah's FYP\White4_neu.jpg"	"joy"	2	"forehead"	2	NA	212	95	1	1	5	"White"	"forehead"
2	161	"C:\Hannah's FYP\White9_neu.jpg"	"cockroach"	2	"forehead"	1	NA	211	62	1	0	5	"White"	"eyes"
2	162	"C:\Hannah's FYP\Black6_neu.jpg"	"smile"	1	"forehead"	2	NA	112	342	1	1	5	"Black"	"forehead"
2	163	"C:\Hannah's FYP\Black23_neu.jpg"	"despair"	1	"forehead"	1	NA	111	263	1	0	5	"Black"	"nose"
2	164	"C:\Hannah's FYP\Black16_neu.jpg"	"cockroach"	1	"forehead"	1	NA	111	286	1	0	5	"Black"	"eyes"
2	165	"C:\Hannah's FYP\Black3_neu.jpg"	"vomit"	1	"forehead"	1	NA	111	147	1	0	5	"Black"	"forehead"
2	166	"C:\Hannah's FYP\Black2_neu.jpg"	"vacation"	1	"forehead"	2	NA	112	247	2	0	5	"Black"	"forehead"
2	167	"C:\Hannah's FYP\White24_neu.jpg"	"vacation"	2	"forehead"	2	NA	212	223	1	1	5	"White"	"nose"
2	168	"C:\Hannah's FYP\Black17_neu.jpg"	"vomit"	1	"forehead"	1	NA	111	438	1	0	5	"Black"	"nose"
2	169	"C:\Hannah's FYP\Black21_neu.jpg"	"disgust"	1	"forehead"	1	NA	111	498	1	0	5	"Black"	"nose"
2	170	"C:\Hannah's FYP\Black16_neu.jpg"	"joy"	1	"forehead"	2	NA	112	168	1	1	5	"Black"	"eyes"
2	171	"C:\Hannah's FYP\Black22_neu.jpg"	"joy"	1	"forehead"	2	NA	112	193	1	1	5	"Black"	"nose"
2	172	"C:\Hannah's FYP\White21_neu.jpg"	"despair"	2	"forehead"	1	NA	211	231	1	0	5	"White"	"nose"
2	173	"C:\Hannah's FYP\White19_neu.jpg"	"paradise"	2	"forehead"	2	NA	212	213	1	1	5	"White"	"nose"
2	174	"C:\Hannah's FYP\Black20_neu.jpg"	"beauty"	1	"forehead"	2	NA	112	130	1	1	5	"Black"	"nose"
2	175	"C:\Hannah's FYP\White3_neu.jpg"	"poison"	2	"forehead"	1	NA	211	664	2	1	5	"White"	"forehead"
2	176	"C:\Hannah's FYP\Black11_neu.jpg"	"joy"	1	"forehead"	2	NA	112	1046	1	1	5	"Black"	"eyes"
2	177	"C:\Hannah's FYP\Black24_neu.jpg"	"love"	1	"forehead"	2	NA	112	1473	2	0	5	"Black"	"nose"
2	178	"C:\Hannah's FYP\White4_neu.jpg"	"pest"	2	"forehead"	1	NA	211	308	1	0	5	"White"	"forehead"
2	179	"C:\Hannah's FYP\White23_neu.jpg"	"sewage"	2	"forehead"	1	NA	211	77	1	0	5	"White"	"nose"
2	180	"C:\Hannah's FYP\White21_neu.jpg"	"disgust"	2	"forehead"	1	NA	211	121	1	0	5	"White"	"nose"
2	181	"C:\Hannah's FYP\White9_neu.jpg"	"sewage"	2	"forehead"	1	NA	211	758	2	1	5	"White"	"eyes"
2	182	"C:\Hannah's FYP\Black13_neu.jpg"	"vomit"	1	"forehead"	1	NA	111	520	1	0	5	"Black"	"eyes"
2	183	"C:\Hannah's FYP\Black15_neu.jpg"	"beauty"	1	"forehead"	2	NA	112	476	1	1	5	"Black"	"eyes"
2	184	"C:\Hannah's FYP\Black3_neu.jpg"	"sewage"	1	"forehead"	1	NA	111	184	1	0	5	"Black"	"forehead"
2	185	"C:\Hannah's FYP\White18_neu.jpg"	"cockroach"	2	"forehead"	1	NA	211	192	1	0	5	"White"	"nose"
2	186	"C:\Hannah's FYP\White19_neu.jpg"	"smile"	2	"forehead"	2	NA	212	1191	2	0	5	"White"	"nose"
2	187	"C:\Hannah's FYP\White4_neu.jpg"	"garbage"	2	"forehead"	1	NA	211	494	1	0	5	"White"	"forehead"
2	188	"C:\Hannah's FYP\White2_neu.jpg"	"sewage"	2	"forehead"	1	NA	211	364	1	0	5	"White"	"forehead"
2	189	"C:\Hannah's FYP\White13_neu.jpg"	"vomit"	2	"forehead"	1	NA	211	103	1	0	5	"White"	"eyes"
2	190	"C:\Hannah's FYP\Black8_neu.jpg"	"sewage"	1	"forehead"	1	NA	111	403	1	0	5	"Black"	"forehead"
2	191	"C:\Hannah's FYP\Black20_neu.jpg"	"poison"	1	"forehead"	1	NA	111	247	1	0	5	"Black"	"nose"
2	192	"C:\Hannah's FYP\Black21_neu.jpg"	"cockroach"	1	"forehead"	1	NA	111	212	1	0	5	"Black"	"nose"
3	1	"C:\Hannah's FYP\White11_smi.jpg"	""	2	"eyes"	NA	1	221	263	1	0	5	"White"	"eyes"
3	2	"C:\Hannah's FYP\Black40_smi.jpg"	""	1	"eyes"	NA	2	122	1199	2	0	5	"Black"	"forehead"
3	3	"C:\Hannah's FYP\White25_smi.jpg"	""	2	"forehead"	NA	2	212	342	2	0	5	"White"	"forehead"
3	4	"C:\Hannah's FYP\White20_smi.jpg"	""	2	"nose"	NA	1	231	930	2	1	5	"White"	"nose"
3	5	"C:\Hannah's FYP\Black46_smi.jpg"	""	1	"nose"	NA	2	132	741	2	0	5	"Black"	"forehead"
3	6	"C:\Hannah's FYP\White38_smi.jpg"	""	2	"eyes"	NA	2	222	687	2	0	5	"White"	"forehead"
3	7	"C:\Hannah's FYP\White6_smi.jpg"	""	2	"forehead"	NA	1	211	316	2	1	5	"White"	"forehead"
3	8	"C:\Hannah's FYP\White44_smi.jpg"	""	2	"nose"	NA	2	232	785	2	0	5	"White"	"forehead"
3	9	"C:\Hannah's FYP\Black41_smi.jpg"	""	1	"nose"	NA	2	132	281	2	0	5	"Black"	"forehead"
3	10	"C:\Hannah's FYP\Black22_smi.jpg"	""	1	"nose"	NA	1	131	704	2	1	5	"Black"	"nose"
3	11	"C:\Hannah's FYP\Black19_smi.jpg"	""	1	"nose"	NA	1	131	500	2	1	5	"Black"	"nose"
3	12	"C:\Hannah's FYP\White31_smi.jpg"	""	2	"forehead"	NA	2	212	665	2	0	5	"White"	"forehead"
3	13	"C:\Hannah's FYP\Black29_smi.jpg"	""	1	"forehead"	NA	2	112	263	2	0	5	"Black"	"eyes"
3	14	"C:\Hannah's FYP\White43_smi.jpg"	""	2	"nose"	NA	2	232	694	2	0	5	"White"	"forehead"
3	15	"C:\Hannah's FYP\White21_smi.jpg"	""	2	"nose"	NA	1	231	275	2	1	5	"White"	"nose"
3	16	"C:\Hannah's FYP\White29_smi.jpg"	""	2	"forehead"	NA	2	212	226	2	0	5	"White"	"eyes"
3	17	"C:\Hannah's FYP\Black11_smi.jpg"	""	1	"eyes"	NA	1	121	363	1	0	5	"Black"	"eyes"
3	18	"C:\Hannah's FYP\White10_smi.jpg"	""	2	"eyes"	NA	1	221	406	2	1	5	"White"	"eyes"
3	19	"C:\Hannah's FYP\White17_smi.jpg"	""	2	"nose"	NA	1	231	367	1	0	5	"White"	"nose"
3	20	"C:\Hannah's FYP\White1_smi.jpg"	""	2	"forehead"	NA	1	211	1089	2	1	5	"White"	"forehead"
3	21	"C:\Hannah's FYP\White45_smi.jpg"	""	2	"nose"	NA	2	232	341	2	0	5	"White"	"forehead"
3	22	"C:\Hannah's FYP\Black30_smi.jpg"	""	1	"forehead"	NA	2	112	528	2	0	5	"Black"	"forehead"
3	23	"C:\Hannah's FYP\White19_smi.jpg"	""	2	"nose"	NA	1	231	444	1	0	5	"White"	"nose"
3	24	"C:\Hannah's FYP\Black16_smi.jpg"	""	1	"eyes"	NA	1	121	1476	2	1	5	"Black"	"eyes"
3	25	"C:\Hannah's FYP\Black21_smi.jpg"	""	1	"nose"	NA	1	131	335	1	0	5	"Black"	"nose"
3	26	"C:\Hannah's FYP\Black9_smi.jpg"	""	1	"eyes"	NA	1	121	627	1	0	5	"Black"	"eyes"
3	27	"C:\Hannah's FYP\White5_smi.jpg"	""	2	"forehead"	NA	1	211	474	1	0	5	"White"	"forehead"
3	28	"C:\Hannah's FYP\White23_smi.jpg"	""	2	"nose"	NA	1	231	344	1	0	5	"White"	"nose"
3	29	"C:\Hannah's FYP\Black20_smi.jpg"	""	1	"nose"	NA	1	131	244	1	0	5	"Black"	"nose"
3	30	"C:\Hannah's FYP\Black17_smi.jpg"	""	1	"nose"	NA	1	131	660	2	1	5	"Black"	"nose"
3	31	"C:\Hannah's FYP\White2_smi.jpg"	""	2	"forehead"	NA	1	211	258	1	0	5	"White"	"forehead"
3	32	"C:\Hannah's FYP\White12_smi.jpg"	""	2	"eyes"	NA	1	221	418	1	0	5	"White"	"eyes"
3	33	"C:\Hannah's FYP\Black6_smi.jpg"	""	1	"forehead"	NA	1	111	1098	1	0	5	"Black"	"forehead"
3	34	"C:\Hannah's FYP\Black31_smi.jpg"	""	1	"forehead"	NA	2	112	262	2	0	5	"Black"	"forehead"
3	35	"C:\Hannah's FYP\Black47_smi.jpg"	""	1	"nose"	NA	2	132	285	1	1	5	"Black"	"forehead"
3	36	"C:\Hannah's FYP\Black8_smi.jpg"	""	1	"forehead"	NA	1	111	235	1	0	5	"Black"	"forehead"
3	37	"C:\Hannah's FYP\White40_smi.jpg"	""	2	"eyes"	NA	2	222	451	2	0	5	"White"	"forehead"
3	38	"C:\Hannah's FYP\White28_smi.jpg"	""	2	"forehead"	NA	2	212	283	1	1	5	"White"	"forehead"
3	39	"C:\Hannah's FYP\Black37_smi.jpg"	""	1	"eyes"	NA	2	122	529	2	0	5	"Black"	"forehead"
3	40	"C:\Hannah's FYP\Black18_smi.jpg"	""	1	"nose"	NA	1	131	429	2	1	5	"Black"	"nose"
3	41	"C:\Hannah's FYP\White30_smi.jpg"	""	2	"forehead"	NA	2	212	1029	2	0	5	"White"	"forehead"
3	42	"C:\Hannah's FYP\Black12_smi.jpg"	""	1	"eyes"	NA	1	121	660	1	0	5	"Black"	"eyes"
3	43	"C:\Hannah's FYP\White46_smi.jpg"	""	2	"nose"	NA	2	232	290	2	0	5	"White"	"forehead"
3	44	"C:\Hannah's FYP\Black2_smi.jpg"	""	1	"forehead"	NA	1	111	552	2	1	5	"Black"	"forehead"
3	45	"C:\Hannah's FYP\Black5_smi.jpg"	""	1	"forehead"	NA	1	111	250	2	1	5	"Black"	"forehead"
3	46	"C:\Hannah's FYP\Black1_smi.jpg"	""	1	"forehead"	NA	1	111	226	2	1	5	"Black"	"forehead"
3	47	"C:\Hannah's FYP\White35_smi.jpg"	""	2	"eyes"	NA	2	222	4258	2	0	5	"White"	"forehead"
3	48	"C:\Hannah's FYP\Black13_smi.jpg"	""	1	"eyes"	NA	1	121	1007	1	0	5	"Black"	"eyes"
3	49	"C:\Hannah's FYP\Black28_smi.jpg"	""	1	"forehead"	NA	2	112	430	2	0	5	"Black"	"forehead"
3	50	"C:\Hannah's FYP\Black33_smi.jpg"	""	1	"eyes"	NA	2	122	254	2	0	5	"Black"	"forehead"
3	51	"C:\Hannah's FYP\Black39_smi.jpg"	""	1	"eyes"	NA	2	122	373	2	0	5	"Black"	"eyes"
3	52	"C:\Hannah's FYP\Black15_smi.jpg"	""	1	"eyes"	NA	1	121	968	1	0	5	"Black"	"eyes"
3	53	"C:\Hannah's FYP\White48_smi.jpg"	""	2	"nose"	NA	2	232	393	2	0	5	"White"	"forehead"
3	54	"C:\Hannah's FYP\White13_smi.jpg"	""	2	"eyes"	NA	1	221	779	2	1	5	"White"	"eyes"
3	55	"C:\Hannah's FYP\White33_smi.jpg"	""	2	"eyes"	NA	2	222	156	2	0	5	"White"	"forehead"
3	56	"C:\Hannah's FYP\White42_smi.jpg"	""	2	"nose"	NA	2	232	519	2	0	5	"White"	"forehead"
3	57	"C:\Hannah's FYP\White3_smi.jpg"	""	2	"forehead"	NA	1	211	387	2	1	5	"White"	"forehead"
3	58	"C:\Hannah's FYP\White16_smi.jpg"	""	2	"eyes"	NA	1	221	893	2	1	5	"White"	"eyes"
3	59	"C:\Hannah's FYP\Black4_smi.jpg"	""	1	"forehead"	NA	1	111	1265	1	0	5	"Black"	"forehead"
3	60	"C:\Hannah's FYP\Black14_smi.jpg"	""	1	"eyes"	NA	1	121	1093	1	0	5	"Black"	"eyes"
3	61	"C:\Hannah's FYP\White34_smi.jpg"	""	2	"eyes"	NA	2	222	177	2	0	5	"White"	"forehead"
3	62	"C:\Hannah's FYP\White32_smi.jpg"	""	2	"forehead"	NA	2	212	292	2	0	5	"White"	"forehead"
3	63	"C:\Hannah's FYP\Black44_smi.jpg"	""	1	"nose"	NA	2	132	274	2	0	5	"Black"	"forehead"
3	64	"C:\Hannah's FYP\White37_smi.jpg"	""	2	"eyes"	NA	2	222	232	2	0	5	"White"	"forehead"
3	65	"C:\Hannah's FYP\Black45_smi.jpg"	""	1	"nose"	NA	2	132	225	2	0	5	"Black"	"forehead"
3	66	"C:\Hannah's FYP\White36_smi.jpg"	""	2	"eyes"	NA	2	222	185	2	0	5	"White"	"forehead"
3	67	"C:\Hannah's FYP\Black43_smi.jpg"	""	1	"nose"	NA	2	132	1116	2	0	5	"Black"	"forehead"
3	68	"C:\Hannah's FYP\Black32_smi.jpg"	""	1	"forehead"	NA	2	112	454	2	0	5	"Black"	"forehead"
3	69	"C:\Hannah's FYP\White8_smi.jpg"	""	2	"forehead"	NA	1	211	541	1	0	5	"White"	"forehead"
3	70	"C:\Hannah's FYP\Black42_smi.jpg"	""	1	"nose"	NA	2	132	456	2	0	5	"Black"	"forehead"
3	71	"C:\Hannah's FYP\White14_smi.jpg"	""	2	"eyes"	NA	1	221	215	2	1	5	"White"	"eyes"
3	72	"C:\Hannah's FYP\Black23_smi.jpg"	""	1	"nose"	NA	1	131	609	2	1	5	"Black"	"nose"
3	73	"C:\Hannah's FYP\White22_smi.jpg"	""	2	"nose"	NA	1	231	593	2	1	5	"White"	"nose"
3	74	"C:\Hannah's FYP\Black7_smi.jpg"	""	1	"forehead"	NA	1	111	114	2	1	5	"Black"	"forehead"
3	75	"C:\Hannah's FYP\Black38_smi.jpg"	""	1	"eyes"	NA	2	122	144	1	1	5	"Black"	"forehead"
3	76	"C:\Hannah's FYP\White15_smi.jpg"	""	2	"eyes"	NA	1	221	596	2	1	5	"White"	"eyes"
3	77	"C:\Hannah's FYP\White41_smi.jpg"	""	2	"nose"	NA	2	232	237	1	1	5	"White"	"forehead"
3	78	"C:\Hannah's FYP\White26_smi.jpg"	""	2	"forehead"	NA	2	212	310	2	0	5	"White"	"forehead"
3	79	"C:\Hannah's FYP\Black27_smi.jpg"	""	1	"forehead"	NA	2	112	131	1	1	5	"Black"	"forehead"
